name,gcode,vgenus,jk_poly_normed,en_poly_normed,is_cc,is_ac,bsMtxNoSrt,primMatrix,isPrim,phi,phi_sym,inPoly,inv_phi,bar_phi,invbar_phi,matrix_sym_type,fillings,alg_genus,arrowpoly,reverse,mirror_img,rev_mir_img,diag_sym_type,r3_orbit,r3_orbit_length,namelink,outPoly,uPoly,cable_arr_poly,slice
8.1234001,O1O2U3O4U2O5U6U7O3O8U1U8O7O6U4U5,4,27z^2+112z+117,27w^3z^2+112w^2z+117w,False,False,"[[ 0 -1  0 -1  0  1  0  0  1],[ 1  0  1  0  0  0  2  1  1],[ 0 -1  0  0  0  0  1  1  0],[ 1  0  0  0  2  2 -1  0  1],[ 0  0  0 -2  0  1  0  0  0],[-1  0  0 -2 -1  0 -1 -1  0],[ 0 -2 -1  1  0  1  0  0  1],[ 0 -1 -1  0  0  1  0  0  1],[-1 -1  0 -1  0  0 -1 -1  0]]","[[ 0  1  1  0  0  0  0 -1 -1],[-1  0  0  0  0 -1 -1 -1 -1],[-1  0  0  0 -1 -1 -1  0 -2],[ 0  0  0  0  0  1  1 -1  0],[ 0  0  1  0  0  0  0  0 -2],[ 0  1  1 -1  0  0  0 -1  0],[ 0  1  1 -1  0  0  0 -2  1],[ 1  1  0  1  0  1  2  0  0],[ 1  1  2  0  2  0 -1  0  0]]",True,"[-1,-1,0,0,0,0,1,1,0,0,0,1,1,1,1,0,1,1,1,0,2,0,-1,-1,1,0,0,0,0,2,0,1,0,2,-1,0]","[-1,-1,0,0,0,0,1,1,0,-1,0,0,1,1,2,2,1,1,-1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0]",t^8+24t^6+140t^4+139t^2+9,"[-1,-1,0,0,0,0,1,1,0,-1,0,0,1,1,2,2,1,1,-1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0]","[-1,-1,0,0,0,0,1,1,0,0,0,0,1,0,2,0,0,1,1,1,1,0,0,-1,1,0,0,-1,2,-1,0,-1,1,1,0,0]","[-1,-1,0,0,0,0,1,1,0,-1,0,0,2,1,2,2,1,1,0,1,0,-1,0,0,1,1,1,0,0,0,0,1,1,0,1,0]",c,"[[{8, 3}, {6, 7}, {1, 5}, {2, 4}], [{8, 4}, {5, 7}, {1, 6}, {2, 3}], [{8, 4}, {7}, {1, 6}, {5}, {2, 3}], [{8, 6}, {3, 7}, {1, 5}, {2, 4}], [{8, 7}, {3, 6}, {1, 5}, {2, 4}], [{8, 7}, {3, 6}, {2, 5}, {1, 4}]]",1,8 K_1^3 - 8 K_1^2 - 16 K_1 K_2 + 2 K_1 + 4 K_2 + 6 K_3 + 5,O1O2U3U4O5O6U7U2O7O8U6U5O3U1O4U8,O1O2U3U4O5O4U2U1O6O7U5U8O3U6O8U7,O1O2U3O4U5O6U4U7O3O5U2U1O8O7U8U6,c,{'O1O2U3O4U2O5U6U7O3O8U1U8O7O6U4U5'},1,"<a href=""/flatknot/8.1234001"">8.1234001</a>",t^9-24t^7-26t^6+112t^5+178t^4+62t^3+34t^2+7t-10,0,,
8.1234002,O1O2U3O4U2O5U6U7O3O8U4U1O7O6U8U5,4,15z^2+68z+77,15w^3z^2+68w^2z+77w,False,False,"[[ 0  0  0 -1  0  1  0  0  0],[ 0  0  0  0  0  0  1  0  0],[ 0  0  0  0  0  0  0  0  1],[ 1  0  0  0  0  2  0  1  1],[ 0  0  0  0  0  0  1  0 -1],[-1  0  0 -2  0  0  0  0 -2],[ 0 -1  0  0 -1  0  0  0  1],[ 0  0  0 -1  0  0  0  0  0],[ 0  0 -1 -1  1  2 -1  0  0]]","[[ 0  1  0  0  0  0  0  0 -1],[-1  0  0  0  0  0  0 -2 -2],[ 0  0  0  1  0  0  0  0  0],[ 0  0 -1  0  0  0 -1  1  0],[ 0  0  0  0  0  0  0  1  0],[ 0  0  0  0  0  0  0  0 -1],[ 0  0  0  1  0  0  0 -1  0],[ 0  2  0 -1 -1  0  1  0 -1],[ 1  2  0  0  0  1  0  1  0]]",True,"[-1,0,0,0,0,0,0,1,0,0,0,0,0,2,2,-1,0,0,0,0,0,0,0,1,-1,0,0,0,-1,0,0,0,1,1,0,1]","[-1,0,0,0,0,0,0,1,-1,1,1,1,1,1,0,-1,-1,0,0,1,0,0,-1,0,-1,1,0,0,0,1,0,0,1,0,0,1]",t^8+15t^6+42t^4+23t^2,"[-1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,-1,0,1,1,-1,0,0,0,0,1,0,-1,0,1,-1,0,1,0,1,1]","[-1,0,0,0,0,0,0,1,-1,1,1,1,1,1,0,-1,-1,0,0,1,0,0,-1,0,-1,1,0,0,0,1,0,0,1,0,0,1]","[-1,0,0,0,0,0,0,1,0,0,0,0,1,1,2,-1,-1,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,2]",c,"[[{8, 1}, {4, 7}, {2, 6}, {3, 5}], [{8, 2}, {4, 7}, {1, 6}, {3, 5}], [{8, 3}, {2, 7}, {1, 6}, {4, 5}], [{8, 4}, {1, 7}, {2, 6}, {3, 5}], [{8, 4}, {1, 7}, {3, 6}, {2, 5}], [{8, 4}, {1, 7}, {5, 6}, {2, 3}], [{8, 4}, {2, 7}, {1, 6}, {3, 5}], [{8, 4}, {3, 7}, {1, 6}, {2, 5}], [{8, 4}, {5, 7}, {1, 6}, {2, 3}], [{8, 5}, {2, 7}, {1, 6}, {3, 4}], [{8, 7}, {1, 6}, {3, 5}, {2, 4}], [{8, 7}, {2, 6}, {3, 5}, {1, 4}], [{8, 7}, {4, 6}, {3, 5}, {1, 2}], [{8, 7}, {6}, {3, 5}, {2, 4}, {1}]]",1,- 8 K_1^2 + 4 K_2 + 5,O1O2U3U4O5O6U2U7O4O8U6U5O3U1O7U8,O1O2U3U4O5O6U2U1O4O7U6U8O3U5O8U7,O1O2U3O4U5O6U4U7O3O8U2U1O7O5U8U6,c,"{'O1O2U3U1O4O5U6U7O3O8U2U4O7O6U8U5', 'O1O2U3O4U2O5U6U7O3O8U4U1O7O6U8U5'}",2,"<a href=""/flatknot/8.1234002"">8.1234002</a>",t^9-15t^7-10t^6+44t^5+26t^4-24t^3+2t^2-3t,0,,
8.1234003,O1O2U3O4U2O5U6U7O3O8U4U5O7O6U1U8,4,z^3+28z^2+102z+101,w^4z^3+28w^3z^2+102w^2z+101w,False,False,"[[ 0 -1  0 -1  0  1  0  0  1],[ 1  0  0  0  1  2  0  0  1],[ 0  0  0  0  0  0  0  0  1],[ 1  0  0  0  0  0  1  2  1],[ 0 -1  0  0  0  1  0 -1  0],[-1 -2  0  0 -1  0  0 -1 -1],[ 0  0  0 -1  0  0  0  0  2],[ 0  0  0 -2  1  1  0  0  1],[-1 -1 -1 -1  0  1 -2 -1  0]]","[[ 0  1  1  0  0  0  0 -1 -1],[-1  0  1  0 -1 -1 -2 -1 -1],[-1 -1  0 -1  0 -1  0  0 -2],[ 0  0  1  0  0 -1  0  0 -1],[ 0  1  0  0  0  0  0  0  0],[ 0  1  1  1  0  0  0 -2  0],[ 0  2  0  0  0  0  0 -1  0],[ 1  1  0  0  0  2  1  0  0],[ 1  1  2  1  0  0  0  0  0]]",True,"[-1,-1,0,0,0,0,1,1,-1,0,1,1,2,1,1,1,0,1,0,0,2,0,1,0,0,1,0,0,0,0,0,2,0,1,0,0]","[-1,-1,0,0,0,0,1,1,-1,0,0,1,1,0,2,0,1,-1,0,1,1,1,0,0,1,-1,0,0,0,1,0,1,0,1,1,0]",t^8+22t^6+102t^4+120t^2+1,"[-1,-1,0,0,0,0,1,1,0,-1,0,1,1,1,2,1,1,0,1,1,0,0,-1,0,0,0,0,0,-1,1,0,1,0,0,1,-1]","[-1,-1,0,0,0,0,1,1,-1,0,0,1,1,0,2,0,1,-1,0,1,1,1,0,0,1,-1,0,0,0,1,0,1,0,1,1,0]","[-1,-1,0,0,0,0,1,1,0,0,0,0,1,1,2,0,1,2,0,1,0,0,0,0,1,0,0,0,2,0,1,1,1,0,1,1]",c,"[[{8, 1}, {4, 7}, {2, 6}, {3, 5}], [{8, 5}, {3, 7}, {1, 6}, {2, 4}], [{8, 7}, {4, 6}, {2, 5}, {1, 3}], [{8}, {3, 7}, {1, 6}, {5}, {2, 4}]]",1,8 K_1^3 - 8 K_1^2 - 16 K_1 K_2 + 2 K_1 + 4 K_2 + 6 K_3 + 5,O1O2U3U2O4O5U6U7O3O8U5U4O6U1O7U8,O1O2U3U4O5O6U2U1O7O4U7U8O3U5O8U6,O1O2U3O4U5O6U4U7O8O7U2U1O3O5U8U6,c,{'O1O2U3O4U2O5U6U7O3O8U4U5O7O6U1U8'},1,"<a href=""/flatknot/8.1234003"">8.1234003</a>",t^9-22t^7-18t^6+110t^5+92t^4-152t^3-42t^2+66t+2,0,,
8.1234004,O1O2U3O4U2O5U6U7O3O8U4U8O7O6U1U5,4,4z^3+28z^2+69z+59,-4w^5z^3+8w^4z^3-16w^4z^2+44w^3z^2-12w^3z+81w^2z+59w,False,False,"[[ 0 -1  0 -1  0  1  0  0  1],[ 1  0  0 -1  1  1  1  1  1],[ 0  0  0  0  0  0  0  0  1],[ 1  1  0  0  0  2  0  1  0],[ 0 -1  0  0  0  0  0 -1  1],[-1 -1  0 -2  0  0 -1 -1  0],[ 0 -1  0  0  0  1  0  0  1],[ 0 -1  0 -1  1  1  0  0  1],[-1 -1 -1  0 -1  0 -1 -1  0]]","[[ 0  1  1  0  0  0  0 -1 -1],[-1  0  0  0  0 -1 -1 -1 -2],[-1  0  0 -1 -1 -1 -1 -1  0],[ 0  0  1  0  0  0  0  0  0],[ 0  0  1  0  0  0 -1 -1  0],[ 0  1  1  0  0  0  0 -1  0],[ 0  1  1  0  1  0  0 -1 -1],[ 1  1  1  0  1  1  1  0 -1],[ 1  2  0  0  0  0  1  1  0]]",True,"[-1,-1,0,0,0,0,1,1,0,0,0,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1]","[-1,-1,0,0,0,0,1,1,-1,0,1,1,1,0,2,0,0,0,1,1,1,-1,0,0,0,0,0,0,1,0,0,0,0,1,0,0]",t^8+18t^6+64t^4+37t^2+4,"[-1,-1,0,0,0,0,1,1,-1,0,1,1,1,0,2,0,0,0,1,1,1,-1,0,0,0,0,0,0,1,0,0,0,0,1,0,0]","[-1,-1,0,0,0,0,1,1,0,0,0,0,0,1,2,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,-1]","[-1,-1,0,0,0,0,1,1,-1,0,1,1,1,1,1,0,0,0,1,0,2,0,0,0,1,0,0,-1,1,0,0,1,1,1,1,0]",c,"[[{8, 1}, {4, 7}, {2, 6}, {3, 5}], [{8, 5}, {3, 7}, {1, 6}, {2, 4}], [{8, 7}, {4, 6}, {2, 5}, {1, 3}]]",1,4 K_1^3 - 12 K_1^2 - 8 K_1 K_2 + K_1 + 6 K_2 + 3 K_3 + 7,O1O2U3U2O4O5U6U7O6O8U5U4O3U1O7U8,O1O2U3U4O5O4U2U1O6O7U6U8O3U5O8U7,O1O2U3O4U5O6U4U7O3O7U2U1O8O5U8U6,c,{'O1O2U3O4U2O5U6U7O3O8U4U8O7O6U1U5'},1,"<a href=""/flatknot/8.1234004"">8.1234004</a>",t^9-18t^7-26t^6+44t^5+90t^4+3t^3-28t^2+11t-2,0,,
8.1234005,O1O2U3O4U2O5U6U7O3O8U5U1O7O6U4U8,4,3z^3+38z^2+114z+101,3w^4z^3+38w^3z^2+114w^2z+101w,False,False,"[[ 0  0  0 -1  0  0  0  0  1],[ 0  0  1  0 -1 -1  1  0  1],[ 0 -1  0  0  0 -1  1  1  1],[ 1  0  0  0  1  0  0  1  1],[ 0  1  0 -1  0  2 -1 -1  0],[ 0  1  1  0 -2  0  1  0 -1],[ 0 -1 -1  0  1 -1  0  0  2],[ 0  0 -1 -1  1  0  0  0  1],[-1 -1 -1 -1  0  1 -2 -1  0]]","[[ 0  1  0  0  0  0  0  0 -1],[-1  0  1  0 -1 -1 -1 -2 -1],[ 0 -1  0 -2  1  1  0  1  0],[ 0  0  2  0  1  0 -1 -1 -1],[ 0  1 -1 -1  0  1  0  1  0],[ 0  1 -1  0 -1  0  1  1  0],[ 0  1  0  1  0 -1  0  0 -1],[ 0  2 -1  1 -1 -1  0  0  0],[ 1  1  0  1  0  0  1  0  0]]",True,"[-1,0,0,0,0,0,0,1,-1,0,1,1,1,2,1,2,-1,-1,0,-1,0,-1,0,1,1,1,-1,0,-1,0,-1,-1,0,0,1,0]","[-1,0,0,0,0,0,0,1,-1,0,0,0,1,2,1,-1,-1,0,1,-1,1,-1,1,0,-1,1,0,-1,-1,1,1,0,0,2,0,1]",t^8+25t^6+101t^4+85t^2+9,"[-1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,-1,0,0,0,1,0,-2,-1,1,0,1,-1,-1,-1,2,-1,-1,0,1,-1,0]","[-1,0,0,0,0,0,0,1,-1,0,0,0,1,2,1,-1,-1,0,1,-1,1,-1,1,0,-1,1,0,-1,-1,1,1,0,0,2,0,1]","[-1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,-1,-1,-1,0,1,2,-1,-1,1,0,1,-1,0,-1,1,0,-2,-1,1,1,0]",c,"[[{8, 1}, {5, 7}, {4, 6}, {2, 3}], [{8, 2}, {5, 7}, {4, 6}, {1, 3}], [{8, 3}, {1, 7}, {2, 6}, {4, 5}], [{8, 3}, {1, 7}, {6}, {4, 5}, {2}], [{8, 3}, {5, 7}, {4, 6}, {1, 2}]]",1,- 4 K_1^2 + 2 K_2 + 3,O1O2U3U4O5O6U2U7O3O8U6U5O7U1O4U8,O1O2U3U4O5O6U2U1O7O4U6U8O3U7O8U5,O1O2U3O4U5O6U4U7O8O5U2U1O7O3U8U6,c,{'O1O2U3O4U2O5U6U7O3O8U5U1O7O6U4U8'},1,"<a href=""/flatknot/8.1234005"">8.1234005</a>",t^9-25t^7-42t^6+51t^5+120t^4+5t^3-56t^2-10t,0,,
8.1234006,O1O2U3O4U2O5U6U7O3O8U5U8O7O6U1U4,3,19z^2+88z+101,-4w^4z^2+23w^3z^2-12w^3z+100w^2z+101w,False,False,"[[ 0 -1  0 -1  1  0  0  0  1],[ 1  0  1 -1  1  0  1  1  1],[ 0 -1  0  0  0 -1  1  1  0],[ 1  1  0  0  2  0  0  1  0],[-1 -1  0 -2  0  1 -2 -2  1],[ 0  0  1  0 -1  0  0 -1  1],[ 0 -1 -1  0  2  0  0  0  1],[ 0 -1 -1 -1  2  1  0  0  1],[-1 -1  0  0 -1 -1 -1 -1  0]]","[[ 0  1  1  0  0  0  0 -1 -1],[-1  0  1  1  0 -2 -2 -1 -2],[-1 -1  0 -1  0 -1 -1 -1  0],[ 0 -1  1  0  1  0 -1  0  0],[ 0  0  0 -1  0  1  1 -1  0],[ 0  2  1  0 -1  0  0 -1  0],[ 0  2  1  1 -1  0  0 -1 -1],[ 1  1  1  0  1  1  1  0 -1],[ 1  2  0  0  0  0  1  1  0]]",True,"[-1,-1,0,0,0,0,1,1,-1,-1,0,2,2,1,2,1,0,1,1,1,0,-1,0,1,0,0,-1,-1,1,0,0,1,0,1,1,1]","[-1,-1,0,0,0,0,1,1,-1,-1,0,2,2,1,2,1,0,1,1,1,0,-1,0,1,0,0,-1,-1,1,0,0,1,0,1,1,1]",t^8+28t^6+158t^4+182t^2,"[-1,-1,0,0,0,0,1,1,-1,0,1,1,1,0,2,0,0,0,1,1,1,0,1,-1,-1,0,1,0,-1,0,1,1,1,2,0,-1]","[-1,-1,0,0,0,0,1,1,-1,0,0,0,1,1,2,-1,-1,2,1,1,0,0,0,-1,0,1,1,-1,0,0,1,1,1,0,1,-1]","[-1,-1,0,0,0,0,1,1,-1,0,1,1,1,1,1,0,0,0,1,0,2,0,1,-1,1,-1,-1,0,1,2,1,0,0,1,2,-1]",c,"[[{8, 3}, {5, 7}, {2, 6}, {1, 4}], [{8, 4}, {3, 7}, {1, 6}, {2, 5}], [{8, 5}, {3, 7}, {1, 6}, {2, 4}], [{8, 6}, {4, 7}, {3, 5}, {1, 2}], [{8, 6}, {4, 7}, {3, 5}, {2}, {1}], [{8, 7}, {4, 6}, {3, 5}, {1, 2}], [{8, 7}, {4, 6}, {3, 5}, {2}, {1}]]",1,8 K_1^3 - 12 K_1^2 - 8 K_1 K_2 - 2 K_1 + 6 K_2 + 2 K_3 + 7,O1O2U3U2O4O5U6U7O6O8U5U4O7U1O3U8,O1O2U3U4O5O4U2U1O6O7U6U8O3U7O8U5,O1O2U3O4U5O6U4U7O5O7U2U1O8O3U8U6,c,{'O1O2U3O4U2O5U6U7O3O8U5U8O7O6U1U4'},1,"<a href=""/flatknot/8.1234006"">8.1234006</a>",t^9-28t^7-50t^6+56t^5+112t^4-33t^3-26t^2+12t-8,0,,
8.1234007,O1O2U3O4U5O6U1U7O3O5U2U6O7O8U4U8,4,2z^3+29z^2+108z+117,2w^4z^3+29w^3z^2+108w^2z+117w,False,False,"[[ 0 -1  0 -1  0  0  1  0  1],[ 1  0 -1  1  1  2  0  1  1],[ 0  1  0 -1  0  1 -1  1  1],[ 1 -1  1  0  1  0  2  0  0],[ 0 -1  0 -1  0  0  0  0  1],[ 0 -2 -1  0  0  0  1  0  1],[-1  0  1 -2  0 -1  0 -1  0],[ 0 -1 -1  0  0  0  1  0  1],[-1 -1 -1  0 -1 -1  0 -1  0]]","[[ 0  1  1  0  0  0  0 -1 -1],[-1  0  0  1  0 -1 -1  0 -2],[-1  0  0 -1 -1 -1 -1 -1  0],[ 0 -1  1  0  0  1  1  1 -1],[ 0  0  1  0  0  0  0 -1 -1],[ 0  1  1 -1  0  0  0 -1  0],[ 0  1  1 -1  0  0  0 -2  0],[ 1  0  1 -1  1  1  2  0  1],[ 1  2  0  1  1  0  0 -1  0]]",True,"[-1,-1,0,0,0,0,1,1,0,-1,0,1,1,0,2,1,1,1,1,1,0,0,-1,-1,-1,1,0,0,1,1,0,1,0,2,0,-1]","[-1,-1,0,0,0,0,1,1,-1,-1,0,0,2,1,2,1,0,1,0,2,0,0,0,1,0,0,0,0,0,1,1,0,0,0,2,0]",t^8+24t^6+129t^4+53t^2+1,"[-1,-1,0,0,0,0,1,1,-1,-1,0,0,2,1,2,1,0,1,0,2,0,0,0,1,0,0,0,0,0,1,1,0,0,0,2,0]","[-1,-1,0,0,0,0,1,1,0,0,0,0,0,1,2,0,0,1,2,2,0,0,0,-1,-1,1,0,-1,0,1,0,0,0,2,0,1]","[-1,-1,0,0,0,0,1,1,-1,0,0,1,1,0,2,1,2,-1,1,1,0,0,-1,0,1,1,-1,0,1,1,0,1,-1,1,0,0]",c,"[[{8, 3}, {4, 7}, {1, 6}, {2, 5}], [{8, 3}, {4, 7}, {1, 6}, {5}, {2}]]",1,12 K_1^3 - 16 K_1^2 - 16 K_1 K_2 - K_1 + 8 K_2 + 5 K_3 + 9,O1O2U3U4O3O5U6U1O7O8U5U2O6U7O4U8,O1O2U3U4O5O6U2U7O8O7U1U5O3U8O4U6,O1O2U3O4U5O6U7U2O8O5U8U1O3O7U4U6,c,{'O1O2U3O4U5O6U1U7O3O5U2U6O7O8U4U8'},1,"<a href=""/flatknot/8.1234007"">8.1234007</a>",t^9-24t^7-34t^6+63t^5+104t^4-14t^3-70t^2-20t+6,0,,
8.1234008,O1O2U3O4U5O6U1U7O3O5U2U8O7O8U6U4,3,9z^2+65z+95,9w^3z^2+65w^2z+95w,False,False,"[[ 0 -1  0 -1  1  0  0  0  1],[ 1  0 -1  1  1  2  0  2  1],[ 0  1  0 -1  0  1 -2  2  1],[ 1 -1  1  0  2  0  2 -1  1],[-1 -1  0 -2  0 -1 -1 -1  0],[ 0 -2 -1  0  1  0  1 -1  0],[ 0  0  2 -2  1 -1  0 -1  1],[ 0 -2 -2  1  1  1  1  0  0],[-1 -1 -1 -1  0  0 -1  0  0]]","[[ 0  1  1  0  0  0  0 -1 -1],[-1  0  0  0  0 -1 -1 -1 -1],[-1  0  0 -1 -1  0 -1 -1 -2],[ 0  0  1  0  1 -2  1 -2  1],[ 0  0  1 -1  0 -1  1 -2  0],[ 0  1  0  2  1  0 -2  1 -1],[ 0  1  1 -1 -1  2  0  0 -2],[ 1  1  1  2  2 -1  0  0  1],[ 1  1  2 -1  0  1  2 -1  0]]",True,"[-1,-1,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,1,1,2,-1,2,-1,2,-1,1,-1,2,0,2,-1,1,0,2,-1]","[-1,-1,0,0,0,0,1,1,-1,-1,-1,1,2,1,1,1,2,-1,0,0,1,1,-1,1,0,1,-1,2,0,1,-2,0,0,1,0,0]",t^8+40t^6+336t^4,"[-1,-1,0,0,0,0,1,1,-1,-1,-1,1,2,1,1,1,2,-1,0,0,1,1,-1,1,0,1,-1,2,0,1,-2,0,0,1,0,0]","[-1,-1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,1,1,-1,-1,2,-1,1,-1,-1,1,-1,-2,2,-1,0,2,-1]","[-1,-1,0,0,0,0,1,1,-1,-1,0,1,2,1,2,2,2,-1,0,1,1,1,-2,1,0,1,-1,1,0,1,-2,1,0,1,1,0]",c,"[[{8, 3}, {6, 7}, {2, 5}, {1, 4}]]",0,12 K_1^3 - 24 K_1^2 - 16 K_1 K_2 - K_1 + 12 K_2 + 5 K_3 + 13,O1O2U3U4O5O6U5U1O7O8U6U2O4U7O3U8,O1O2U3U4O5O6U2U6O7O8U1U5O3U8O4U7,O1O2U3O4U5O6U7U2O5O3U8U1O8O7U4U6,c,{'O1O2U3O4U5O6U1U7O3O5U2U8O7O8U6U4'},1,"<a href=""/flatknot/8.1234008"">8.1234008</a>",t^9-40t^7-106t^6+40t^5+252t^4+16t^3-64t^2-32,0,,
8.1234009,O1O2U3O4U5O6U1U7O3O5U8U2O7O8U6U4,4,4z^3+34z^2+91z+79,4w^4z^3+34w^3z^2+91w^2z+79w,False,False,"[[ 0 -1  1 -1  1  0  0  0  0],[ 1  0 -1  1  1  2  0  2  0],[-1  1  0 -2 -1  0 -3  1  0],[ 1 -1  2  0  2  0  2 -1  0],[-1 -1  1 -2  0 -1 -1 -1  0],[ 0 -2  0  0  1  0  1 -1 -1],[ 0  0  3 -2  1 -1  0 -1  1],[ 0 -2 -1  1  1  1  1  0 -1],[ 0  0  0  0  0  1 -1  1  0]]","[[ 0  1  1  0  0  0  0 -1 -1],[-1  0  1  0 -1 -1 -1 -1 -2],[-1 -1  0  0  1  0 -3  1 -2],[ 0  0  0  0  1  1 -1  0  0],[ 0  1 -1 -1  0  1  1 -2  1],[ 0  1  0 -1 -1  0  1 -2  0],[ 0  1  3  1 -1 -1  0  0 -2],[ 1  1 -1  0  2  2  0  0  1],[ 1  2  2  0 -1  0  2 -1  0]]",True,"[-1,-1,0,0,0,0,1,1,-1,0,1,1,1,1,2,0,-1,0,3,-1,2,-1,-1,1,0,0,-1,-1,2,-1,-1,2,0,0,2,-1]","[-1,-1,0,0,0,0,1,1,-1,-2,1,1,2,0,3,0,0,1,0,0,1,-1,1,-1,-1,1,-1,-1,1,-1,1,1,1,2,-1,-1]",t^8+44t^6+306t^4+72t^2,"[-1,-1,0,0,0,0,1,1,-1,-1,-1,1,1,1,3,1,2,-1,1,0,0,1,-1,1,0,1,-1,1,0,2,-1,0,-2,1,1,-1]","[-1,-1,0,0,0,0,1,1,-1,-2,1,1,2,0,3,0,0,1,0,0,1,-1,1,-1,-1,1,-1,-1,1,-1,1,1,1,2,-1,-1]","[-1,-1,0,0,0,0,1,1,-1,-1,0,0,2,2,2,2,0,2,0,-1,1,-1,1,1,-1,1,1,-1,0,0,1,0,1,3,1,-1]",c,"[[{8, 7}, {5, 6}, {3, 4}, {1, 2}]]",1,- 8 K_1^2 + 4 K_2 + 5,O1O2U3U4O5O6U1U5O7O8U6U2O4U7O3U8,O1O2U3U4O5O6U2U5O7O8U1U6O3U8O4U7,O1O2U3O4U5O6U7U2O5O3U8U1O7O8U4U6,c,{'O1O2U3O4U5O6U1U7O3O5U8U2O7O8U6U4'},1,"<a href=""/flatknot/8.1234009"">8.1234009</a>",t^9-44t^7-114t^6+128t^5+592t^4+251t^3-408t^2-320t-54,0,,
8.1234010,O1O2U3O4U5O6U1U7O3O5U8U6O7O8U2U4,4,5z^2+74z+129,5w^3z^2+74w^2z+129w,False,False,"[[ 0 -1  0 -1  1  0  1  0  0],[ 1  0  0  1  1  2 -1  2  0],[ 0  0  0 -1  0  1  0  0  0],[ 1 -1  1  0  2  0  2  0  1],[-1 -1  0 -2  0 -1  1 -2 -1],[ 0 -2 -1  0  1  0  1  0  0],[-1  1  0 -2 -1 -1  0 -1  0],[ 0 -2  0  0  2  0  1  0 -1],[ 0  0  0 -1  1  0  0  1  0]]","[[ 0  1  1  0  0  0  0 -1 -1],[-1  0  1  0 -1 -1 -2 -1 -2],[-1 -1  0  0  0 -1 -1  1 -2],[ 0  0  0  0  0  1  0  0 -1],[ 0  1  0  0  0  0  1  0 -1],[ 0  1  1 -1  0  0  0 -2  0],[ 0  2  1  0 -1  0  0 -2  0],[ 1  1 -1  0  0  2  2  0  1],[ 1  2  2  1  1  0  0 -1  0]]",True,"[-1,-1,0,0,0,0,1,1,-1,0,1,1,2,1,2,0,0,1,1,-1,2,0,-1,0,0,1,0,-1,0,1,0,2,0,2,0,-1]","[-1,-1,0,0,0,0,1,1,-1,-1,-1,1,1,1,3,1,1,0,0,0,0,0,0,1,-1,0,1,0,0,0,0,1,1,0,1,-1]",t^8+32t^6+174t^4+188t^2+1,"[-1,-1,0,0,0,0,1,1,-1,-1,-1,1,1,1,3,1,1,0,0,0,0,0,0,1,-1,0,1,0,0,0,0,1,1,0,1,-1]","[-1,-1,0,0,0,0,1,1,-1,0,0,1,1,0,3,-1,0,0,1,0,1,0,-1,0,1,-1,0,-1,1,-1,0,0,1,0,1,-1]","[-1,-1,0,0,0,0,1,1,-1,0,0,1,1,2,2,2,2,0,0,-1,1,0,-1,0,1,1,0,-1,1,2,0,0,0,0,1,-1]",c,"[[{8, 2}, {5, 7}, {1, 6}, {3, 4}], [{8, 4}, {1, 7}, {5, 6}, {2, 3}], [{8, 5}, {2, 7}, {1, 6}, {3, 4}], [{8, 5}, {2, 7}, {3, 6}, {1, 4}], [{8, 5}, {2, 7}, {4, 6}, {1, 3}], [{8, 7}, {3, 6}, {2, 5}, {1, 4}]]",1,- 32 K_1^2 + 16 K_2 + 17,O1O2U3U1O4O5U6U4O7O8U5U2O6U7O3U8,O1O2U3U4O5O6U2U5O7O8U1U7O3U8O4U6,O1O2U3O4U5O6U7U2O5O7U8U1O3O8U4U6,c,{'O1O2U3O4U5O6U1U7O3O5U8U6O7O8U2U4'},1,"<a href=""/flatknot/8.1234010"">8.1234010</a>",t^9-32t^7-52t^6+84t^5+132t^4-68t^3-60t^2+15t-20,0,,
