name,gcode,vgenus,jk_poly_normed,en_poly_normed,is_cc,is_ac,bsMtxNoSrt,primMatrix,isPrim,phi,phi_sym,inPoly,inv_phi,bar_phi,invbar_phi,matrix_sym_type,fillings,alg_genus,arrowpoly,reverse,mirror_img,rev_mir_img,diag_sym_type,r3_orbit,r3_orbit_length,namelink,outPoly,uPoly,cable_arr_poly,slice
8.1195501,O1O2O3U4U3O5U6O4U7O8O6U8U5O7U1U2,4,3z^3+33z^2+109z+111,3w^4z^3+33w^3z^2+109w^2z+111w,False,False,"[[ 0 -1  1  1 -1  0  1  0 -1],[ 1  0  1  1  0  0  2  1 -1],[-1 -1  0  1 -2  0  0 -1 -1],[-1 -1 -1  0 -1 -1  0 -1  0],[ 1  0  2  1  0  1  1  1  0],[ 0  0  0  1 -1  0  1  1 -1],[-1 -2  0  0 -1 -1  0 -1 -1],[ 0 -1  1  1 -1 -1  1  0 -1],[ 1  1  1  0  0  1  1  1  0]]","[[ 0  1  1  1  0  0 -1 -1 -1],[-1  0  1  0  0 -1 -1 -1 -2],[-1 -1  0  0 -1 -1  0 -1 -1],[-1  0  0  0 -1 -1 -1 -2 -1],[ 0  0  1  1  0  1 -1  0 -1],[ 0  1  1  1 -1  0 -1 -1 -1],[ 1  1  0  1  1  1  0  1  0],[ 1  1  1  2  0  1 -1  0  0],[ 1  2  1  1  1  1  0  0  0]]",True,"[-1,-1,-1,0,0,1,1,1,-1,0,0,1,1,1,2,0,1,1,0,1,1,1,1,1,2,1,-1,1,0,1,1,1,1,-1,0,0]","[-1,-1,-1,0,0,1,1,1,-1,0,0,0,1,1,2,0,0,1,0,1,1,0,0,1,0,1,-1,0,0,0,0,1,0,0,0,-1]",t^8+27t^6+86t^4+55t^2+9,"[-1,-1,-1,0,0,1,1,1,-1,0,0,0,1,1,2,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,-1]","[-1,-1,-1,0,0,1,1,1,-1,0,0,0,1,1,2,0,0,1,0,1,1,0,0,1,0,1,-1,0,0,0,0,1,0,0,0,-1]","[-1,-1,-1,0,0,1,1,1,-1,0,0,1,1,1,2,0,1,1,0,1,1,1,1,1,2,1,1,1,0,1,1,1,1,-1,0,0]",c,"[[{8, 3}, {5, 7}, {4, 6}, {1, 2}]]",0,24 K_1^3 - 20 K_1^2 - 24 K_1 K_2 - 6 K_1 + 10 K_2 + 6 K_3 + 11,O1O2O3U2U3O4U5U6O7O6U4O8U7O5U1U8,O1O2U3O4O5U4U5U6O7O6U2O8U7O3U1U8,O1O2U3O4O5U6U5O3U7O6U4O8O7U8U1U2,c,{'O1O2O3U4U3O5U6O4U7O8O6U8U5O7U1U2'},1,"<a href=""/flatknot/8.1195501"">8.1195501</a>",t^9-27t^7-50t^6+42t^5+102t^4+17t^3-14t^2-3t,0,,
8.1195502,O1O2O3U4U3O5U6O4U1O7O8U2U8O6U7U5,4,12z^2+97z+147,12w^3z^2+97w^2z+147w,False,False,"[[ 0 -1 -1  1 -1  1  0  0  1],[ 1  0  1  1  0  0  1  0  1],[ 1 -1  0  1  0  1  1  1  1],[-1 -1 -1  0 -1 -1  0  0  0],[ 1  0  0  1  0  2  0  1  1],[-1  0 -1  1 -2  0  0 -1  0],[ 0 -1 -1  0  0  0  0  0  1],[ 0  0 -1  0 -1  1  0  0  0],[-1 -1 -1  0 -1  0 -1  0  0]]","[[ 0  1  1  1  0  0 -1 -1 -1],[-1  0  1  0  0 -1  0 -1 -2],[-1 -1  0  0  0  0 -1 -1 -1],[-1  0  0  0 -1  0 -1 -1 -1],[ 0  0  0  1  0  0 -1 -1  0],[ 0  1  0  0  0  0  0 -1 -1],[ 1  0  1  1  1  0  0  1  0],[ 1  1  1  1  1  1 -1  0  0],[ 1  2  1  1  0  1  0  0  0]]",True,"[-1,-1,-1,0,0,1,1,1,-1,0,0,1,0,1,2,0,0,0,1,1,1,1,0,1,1,1,0,1,1,0,0,1,1,-1,0,0]","[-1,-1,-1,0,0,1,1,1,-1,0,0,1,0,1,2,0,0,0,1,1,1,1,0,1,1,1,0,1,1,0,0,1,1,-1,0,0]",t^8+19t^6+76t^4+52t^2+4,"[-1,-1,-1,0,0,1,1,1,-1,0,0,1,1,1,2,0,0,0,1,1,1,1,0,1,1,0,0,0,1,1,1,1,0,0,0,1]","[-1,-1,-1,0,0,1,1,1,-1,0,1,1,1,1,1,0,0,1,0,1,2,1,0,1,1,1,0,0,0,1,1,0,0,0,0,-1]","[-1,-1,-1,0,0,1,1,1,-1,0,1,1,1,1,1,0,0,1,0,1,1,1,0,2,1,1,0,1,0,0,0,0,1,1,0,0]",c,"[[{8, 1}, {6, 7}, {2, 5}, {3, 4}]]",1,- 28 K_1^2 - 24 K_1 K_2 + 12 K_1 + 14 K_2 + 12 K_3 + 15,O1O2O3U4U5O6U7U2O7O5U3O8U6O4U1U8,O1O2U3O4O5U6U1U7O8O7U5O3U8O6U4U2,O1O2U3O4O5U4U2O6U7O3U1O8O7U8U5U6,c,{'O1O2O3U4U3O5U6O4U1O7O8U2U8O6U7U5'},1,"<a href=""/flatknot/8.1195502"">8.1195502</a>",t^9-19t^7-22t^6+56t^5+102t^4+48t^3+24t^2+15t-4,0,,
8.1195503,O1O2O3U4U3O5U6O4U1O7O8U5U2O6U7U8,4,z^3+27z^2+101z+103,w^4z^3+27w^3z^2+101w^2z+103w,False,False,"[[ 0 -1  0  1 -1 -1  0  0  2],[ 1  0  2  1  0  0  0  1  1],[ 0 -2  0  1  0 -1  0  1  2],[-1 -1 -1  0 -1 -1  0  0  0],[ 1  0  0  1  0 -1  1  0  2],[ 1  0  1  1  1  0  1  0  1],[ 0  0  0  0 -1 -1  0  0  1],[ 0 -1 -1  0  0  0  0  0  1],[-2 -1 -2  0 -2 -1 -1 -1  0]]","[[ 0  2  1  0  0  0 -1 -1 -1],[-2  0  0 -1 -1 -2 -1 -1 -2],[-1  0  0  0  0 -1 -1 -1 -1],[ 0  1  0  0  0  0  0 -1 -1],[ 0  1  0  0  0 -1 -1  0  0],[ 0  2  1  0  1  0 -2 -1  0],[ 1  1  1  0  1  2  0  0  0],[ 1  1  1  1  0  1  0  0  1],[ 1  2  1  1  0  0  0 -1  0]]",True,"[-2,-1,0,0,0,1,1,1,0,1,1,2,1,1,2,0,0,1,1,1,1,0,0,0,1,1,1,1,0,0,2,1,0,0,0,-1]","[-2,-1,0,0,0,1,1,1,0,1,1,2,1,1,2,0,0,1,1,1,1,0,0,0,1,1,1,1,0,0,2,1,0,0,0,-1]",t^8+26t^6+94t^4+59t^2+4,"[-1,-1,-1,0,0,0,1,2,-1,0,0,0,1,1,2,0,0,1,1,1,1,1,-1,0,1,2,0,0,1,1,-1,0,0,1,1,1]","[-2,-1,0,0,0,1,1,1,1,0,1,1,1,2,2,0,1,1,1,1,1,0,1,1,-1,0,0,0,1,0,1,0,1,0,-1,0]","[-1,-1,-1,0,0,0,1,2,-1,0,0,0,1,1,2,0,0,1,1,1,1,1,2,0,1,1,-1,0,0,1,0,1,2,0,1,0]",c,"[[{8, 3}, {1, 7}, {5, 6}, {2, 4}], [{8, 3}, {5, 7}, {1, 6}, {2, 4}], [{8, 4}, {3, 7}, {2, 6}, {1, 5}], [{8}, {1, 7}, {5, 6}, {2, 4}, {3}], [{8}, {5, 7}, {1, 6}, {2, 4}, {3}]]",1,20 K_1^3 - 18 K_1^2 - 28 K_1 K_2 - K_1 + 9 K_2 + 9 K_3 + 10,O1O2O3U4U5O6U2U7O4O5U3O8U6O7U1U8,O1O2U3O4O5U6U2U7O8O7U1O3U8O6U4U5,O1O2U3O4O5U1U2O6U7O3U5O8O7U8U4U6,c,{'O1O2O3U4U3O5U6O4U1O7O8U5U2O6U7U8'},1,"<a href=""/flatknot/8.1195503"">8.1195503</a>",t^9-24t^7-44t^6+61t^5+192t^4+133t^3-14t^2-65t-28,-t^2+2t,,
8.1195504,O1O2O3U4U3O5U6O4U1O7O8U5U7O6U2U8,4,15z^2+100z+141,15w^3z^2+100w^2z+141w,False,False,"[[ 0 -1  0  1 -1 -1  0  0  2],[ 1  0  1  1  0  0  1  1  1],[ 0 -1  0  1 -1 -1  0  1  2],[-1 -1 -1  0 -1 -1  0  0  0],[ 1  0  1  1  0 -1  1 -1  2],[ 1  0  1  1  1  0  0  1  1],[ 0 -1  0  0 -1  0  0  0  1],[ 0 -1 -1  0  1 -1  0  0  1],[-2 -1 -2  0 -2 -1 -1 -1  0]]","[[ 0  2  1  0  0  0 -1 -1 -1],[-2  0  0 -1 -1 -2 -1 -1 -2],[-1  0  0  0  0 -1 -1 -1 -1],[ 0  1  0  0  0  0  0 -1 -1],[ 0  1  0  0  0 -1 -1 -1  1],[ 0  2  1  0  1  0 -1 -1 -1],[ 1  1  1  0  1  1  0  0  1],[ 1  1  1  1  1  1  0  0  0],[ 1  2  1  1 -1  1 -1  0  0]]",True,"[-2,-1,0,0,0,1,1,1,0,1,1,2,1,1,2,0,0,1,1,1,1,0,0,0,1,1,1,1,1,-1,1,1,1,0,-1,0]","[-2,-1,0,0,0,1,1,1,0,1,1,2,1,1,2,0,0,1,1,1,1,0,0,0,1,1,1,1,1,-1,1,1,1,0,-1,0]",t^8+26t^6+112t^4+90t^2+9,"[-1,-1,-1,0,0,0,1,2,-1,0,0,0,1,1,2,0,0,2,0,1,1,0,0,0,1,2,-1,0,0,0,0,1,1,1,1,1]","[-2,-1,0,0,0,1,1,1,1,0,1,1,1,2,2,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,2,0,0,0,-1,0]","[-1,-1,-1,0,0,0,1,2,-1,0,-1,1,1,1,2,0,1,0,1,1,1,1,1,1,1,1,0,-1,0,1,0,0,1,1,2,0]",c,"[[{8, 3}, {1, 7}, {5, 6}, {2, 4}], [{8}, {1, 7}, {5, 6}, {2, 4}, {3}]]",1,4 K_1^3 - 26 K_1^2 - 8 K_1 K_2 + K_1 + 13 K_2 + 3 K_3 + 14,O1O2O3U4U2O5U6U7O4O6U3O8U5O7U1U8,O1O2U3O4O5U6U4U7O8O7U1O3U8O6U2U5,O1O2U3O4O5U1U4O6U7O3U5O8O7U8U2U6,c,{'O1O2O3U4U3O5U6O4U1O7O8U5U7O6U2U8'},1,"<a href=""/flatknot/8.1195504"">8.1195504</a>",t^9-24t^7-58t^6-21t^5+46t^4+34t^3-2t^2-8t,-t^2+2t,,
8.1195505,O1O2O3U4U3O5U6O4U1O7O8U5U8O6U7U2,4,2z^3+25z^2+100z+117,2w^4z^3+25w^3z^2+100w^2z+117w,False,False,"[[ 0 -1  1  1 -1 -1  0  0  1],[ 1  0  1  1  0  0  1  0  1],[-1 -1  0  1 -2 -2  0  0  1],[-1 -1 -1  0 -1 -1  0  0  0],[ 1  0  2  1  0 -1  1  0  0],[ 1  0  2  1  1  0  0  1  1],[ 0 -1  0  0 -1  0  0  0  1],[ 0  0  0  0  0 -1  0  0  0],[-1 -1 -1  0  0 -1 -1  0  0]]","[[ 0  1  1  1  0  0 -1 -1 -1],[-1  0  1  1  0  0 -1 -2 -2],[-1 -1  0  0  0  0 -1 -1 -1],[-1 -1  0  0  0 -1 -1  0 -1],[ 0  0  0  0  0  0  0  0 -1],[ 0  0  0  1  0  0 -1 -1  0],[ 1  1  1  1  0  1  0  0  0],[ 1  2  1  0  0  1  0  0 -1],[ 1  2  1  1  1  0  0  1  0]]",True,"[-1,-1,-1,0,0,1,1,1,-1,-1,0,0,1,2,2,0,0,0,1,1,1,0,1,1,0,1,0,0,0,1,1,1,0,0,0,1]","[-1,-1,-1,0,0,1,1,1,-1,-1,0,0,1,2,2,0,0,0,1,1,1,0,1,1,0,1,0,0,0,1,1,1,0,0,0,1]",t^8+21t^6+65t^4+35t^2+4,"[-1,-1,-1,0,0,1,1,1,-1,0,0,1,0,1,1,0,1,0,0,1,2,1,0,1,1,1,0,1,1,1,1,1,0,-1,-1,0]","[-1,-1,-1,0,0,1,1,1,-1,0,0,1,1,1,2,1,1,1,0,1,0,1,1,1,1,1,0,1,0,0,0,1,1,0,1,0]","[-1,-1,-1,0,0,1,1,1,-1,0,0,1,0,1,2,0,1,0,1,1,2,0,1,1,1,1,0,0,0,0,1,0,0,0,-1,-1]",c,"[[{8, 1}, {3, 7}, {5, 6}, {2, 4}], [{8, 1}, {5, 7}, {3, 6}, {2, 4}], [{8, 1}, {6, 7}, {3, 5}, {2, 4}], [{8, 6}, {3, 7}, {1, 5}, {2, 4}]]",1,8 K_1^3 - 20 K_1^2 - 16 K_1 K_2 + 2 K_1 + 10 K_2 + 6 K_3 + 11,O1O2O3U2U4O5U6U7O6O4U3O8U5O7U1U8,O1O2U3O4O5U6U5U7O8O7U1O3U8O6U4U2,O1O2U3O4O5U4U2O6U7O3U5O8O7U8U1U6,c,{'O1O2O3U4U3O5U6O4U1O7O8U5U8O6U7U2'},1,"<a href=""/flatknot/8.1195505"">8.1195505</a>",t^9-21t^7-26t^6+41t^5+40t^4-8t^3+14t^2-8t-2,0,,
8.1195506,O1O2O3U4U3O5U6O4U1O7O8U7U2O6U8U5,4,2z^3+26z^2+105z+123,2w^4z^3+26w^3z^2+105w^2z+123w,False,False,"[[ 0 -1  0  1 -1  1  0 -1  1],[ 1  0  1  1  0  0  1  0  0],[ 0 -1  0  1 -1  0  1  0  1],[-1 -1 -1  0 -1 -1  0  0  0],[ 1  0  1  1  0  2  0 -1  2],[-1  0  0  1 -2  0  0 -1  0],[ 0 -1 -1  0  0  0  0 -1  0],[ 1  0  0  0  1  1  1  0  1],[-1  0 -1  0 -2  0  0 -1  0]]","[[ 0  1  1  1  0  0 -1 -1 -1],[-1  0  1  0  0  0  0 -1 -2],[-1 -1  0  0  0 -1 -1  0 -1],[-1  0  0  0  0 -1  0 -1 -2],[ 0  0  0  0  0 -1 -1 -1  0],[ 0  0  1  1  1  0 -1  0 -1],[ 1  0  1  0  1  1  0  0  0],[ 1  1  0  1  1  0  0  0  1],[ 1  2  1  2  0  1  0 -1  0]]",True,"[-1,-1,-1,0,0,1,1,1,-1,0,0,0,0,1,2,0,0,1,1,0,1,0,1,0,1,2,1,1,1,0,1,0,1,0,0,-1]","[-1,-1,-1,0,0,1,1,1,-1,0,0,0,0,1,2,0,0,1,1,0,1,0,1,0,1,2,1,1,1,0,1,0,1,0,0,-1]",t^8+21t^6+89t^4+73t^2+1,"[-1,-1,-1,0,0,1,1,1,-1,0,0,1,1,1,2,0,1,0,0,0,1,0,0,2,2,1,1,1,1,1,0,1,0,0,0,-1]","[-1,-1,-1,0,0,1,1,1,-1,0,0,1,1,1,2,0,1,1,0,2,1,0,1,0,2,1,1,0,0,1,1,0,0,0,-1,0]","[-1,-1,-1,0,0,1,1,1,-1,0,0,1,1,2,2,0,1,0,0,1,1,1,1,1,0,0,-1,0,0,0,1,0,1,-1,0,0]",c,"[[{8, 1}, {3, 7}, {2, 6}, {4, 5}], [{8, 7}, {2, 6}, {4, 5}, {1, 3}]]",1,12 K_1^3 - 20 K_1^2 - 16 K_1 K_2 - K_1 + 10 K_2 + 5 K_3 + 11,O1O2O3U4U5O6U2U7O5O7U3O8U6O4U1U8,O1O2U3O4O5U6U2U7O8O7U5O3U8O6U1U4,O1O2U3O4O5U2U5O6U7O3U1O8O7U8U4U6,c,{'O1O2O3U4U3O5U6O4U1O7O8U7U2O6U8U5'},1,"<a href=""/flatknot/8.1195506"">8.1195506</a>",t^9-21t^7-22t^6+85t^5+90t^4-116t^3-56t^2+90t-12,0,,
8.1195507,O1O2O3U4U3O5U6O4U1O7O8U7U8O6U2U5,4,4z^3+37z^2+110z+105,4w^4z^3+37w^3z^2+110w^2z+105w,False,False,"[[ 0 -1  0  1 -1  1  0 -1  1],[ 1  0  0  1  0  0  2  0  0],[ 0  0  0  1 -2  0  1 -1  1],[-1 -1 -1  0 -1 -1  0  0  0],[ 1  0  2  1  0  2  0 -1  1],[-1  0  0  1 -2  0 -1 -1  1],[ 0 -2 -1  0  0  1  0  0  0],[ 1  0  1  0  1  1  0  0  1],[-1  0 -1  0 -1 -1  0 -1  0]]","[[ 0  1  1  1  0  0 -1 -1 -1],[-1  0  1  1  0 -1  0 -1 -2],[-1 -1  0  0 -1  0  0 -1 -1],[-1 -1  0  0 -1  0 -1  0 -1],[ 0  0  1  1  0  1  0 -1 -2],[ 0  1  0  0 -1  0 -2  0  0],[ 1  0  0  1  0  2  0  0  0],[ 1  1  1  0  1  0  0  0  1],[ 1  2  1  1  2  0  0 -1  0]]",True,"[-1,-1,-1,0,0,1,1,1,-1,-1,0,1,0,1,2,0,1,0,0,1,1,1,0,1,0,1,-1,0,1,2,2,0,0,0,0,-1]","[-1,-1,-1,0,0,1,1,1,-1,-1,0,1,0,1,2,0,1,0,0,1,1,1,0,1,0,1,-1,0,1,2,2,0,0,0,0,-1]",t^8+25t^6+136t^4+104t^2+16,"[-1,-1,-1,0,0,1,1,1,-1,0,0,1,1,1,2,0,-1,1,0,1,1,1,-1,2,2,1,-1,1,0,0,0,1,1,-1,-1,0]","[-1,-1,-1,0,0,1,1,1,-1,0,0,1,1,1,2,1,1,0,0,1,2,0,1,1,2,1,1,-1,0,1,1,1,-1,-1,0,0]","[-1,-1,-1,0,0,1,1,1,-1,0,0,2,1,1,2,0,0,1,0,1,1,2,0,1,0,0,-1,0,0,1,1,1,0,0,-1,-1]",c,"[[{8, 1}, {3, 7}, {2, 6}, {4, 5}], [{8, 4}, {5, 7}, {2, 6}, {1, 3}], [{8, 7}, {2, 6}, {1, 5}, {3, 4}], [{8, 7}, {2, 6}, {4, 5}, {1, 3}], [{8, 7}, {4, 6}, {3, 5}, {1, 2}], [{8, 7}, {5, 6}, {1, 4}, {2, 3}], [{8, 7}, {5, 6}, {1, 4}, {3}, {2}]]",1,16 K_1^3 - 28 K_1^2 - 20 K_1 K_2 - 2 K_1 + 14 K_2 + 6 K_3 + 15,O1O2O3U4U2O5U6U7O6O7U3O8U5O4U1U8,O1O2U3O4O5U6U4U7O8O7U5O3U8O6U1U2,O1O2U3O4O5U4U5O6U7O3U1O8O7U8U2U6,c,{'O1O2O3U4U3O5U6O4U1O7O8U7U8O6U2U5'},1,"<a href=""/flatknot/8.1195507"">8.1195507</a>",t^9-25t^7-28t^6+84t^5+112t^4+40t^3+50t^2+24t-10,0,,
8.1195508,O1O2O3U4U3O5U6O4U2O7O8U1U7O6U8U5,4,2z^3+22z^2+93z+115,2w^4z^3+22w^3z^2+93w^2z+115w,False,False,"[[ 0 -2  0  1 -1  1  0  0  1],[ 2  0  0  1  1  2  1  1  1],[ 0  0  0  1 -1 -1  1  0 -1],[-1 -1 -1  0 -1 -1  0  0  0],[ 1 -1  1  1  0  2  0  0  2],[-1 -2  1  1 -2  0  0 -1  0],[ 0 -1 -1  0  0  0  0  0  0],[ 0 -1  0  0  0  1  0  0  1],[-1 -1  1  0 -2  0  0 -1  0]]","[[ 0  1  1  1  0  0  0 -1 -2],[-1  0  1  0  1  0 -1 -2 -2],[-1 -1  0  0 -1  0  0 -1 -1],[-1  0  0  0  1  0 -1 -2 -1],[ 0 -1  1 -1  0  1  0 -1  0],[ 0  0  0  0 -1  0  0  0 -1],[ 0  1  0  1  0  0  0  0 -1],[ 1  2  1  2  1  0  0  0 -1],[ 2  2  1  1  0  1  1  1  0]]",True,"[-1,-1,-1,0,0,0,1,2,-1,0,-1,0,1,2,2,0,1,0,0,1,1,-1,0,1,2,1,-1,0,1,0,0,0,1,0,1,1]","[-2,-1,0,0,0,1,1,1,0,1,1,2,1,2,2,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,2,2,0,0,-1,0]",t^8+26t^6+106t^4+46t^2+1,"[-2,-1,0,0,0,1,1,1,0,1,1,2,1,2,2,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,2,2,0,0,-1,0]","[-1,-1,-1,0,0,0,1,2,-1,0,0,1,1,1,2,0,2,0,1,0,1,2,0,1,0,2,0,1,0,2,0,1,1,1,1,0]","[-2,-1,0,0,0,1,1,1,1,0,1,1,1,1,2,1,0,0,1,2,2,0,1,1,-1,-1,0,0,1,1,0,0,0,0,-1,0]",c,"[[{8, 5}, {2, 7}, {4, 6}, {1, 3}], [{8}, {2, 7}, {4, 6}, {5}, {1, 3}]]",1,8 K_1^3 - 26 K_1^2 - 8 K_1 K_2 - 2 K_1 + 13 K_2 + 2 K_3 + 14,O1O2O3U4U5O6U7U3O5O7U2O8U6O4U1U8,O1O2U3O4O5U1U6U7O8O7U5O3U8O6U2U4,O1O2U3O4O5U2U4O6U7O3U1O8O7U8U6U5,c,{'O1O2O3U4U3O5U6O4U2O7O8U1U7O6U8U5'},1,"<a href=""/flatknot/8.1195508"">8.1195508</a>",t^9-28t^7-42t^6+79t^5+94t^4-95t^3-40t^2+50t-12,t^2-2t,,
8.1195509,O1O2O3U4U3O5U6O4U2O7O8U1U8O6U7U5,4,12z^2+81z+115,12w^3z^2+81w^2z+115w,False,False,"[[ 0 -2  0  1 -1  1  0  0  1],[ 2  0  0  1  1  2  1  1  1],[ 0  0  0  1 -1 -1  1 -1  0],[-1 -1 -1  0 -1 -1  0  0  0],[ 1 -1  1  1  0  2  0  1  1],[-1 -2  1  1 -2  0  0 -1  0],[ 0 -1 -1  0  0  0  0  0  1],[ 0 -1  1  0 -1  1  0  0  0],[-1 -1  0  0 -1  0 -1  0  0]]","[[ 0  1  1  1  0  0  0 -1 -2],[-1  0  1  0  1  0 -1 -2 -2],[-1 -1  0  0 -1  0  0 -1 -1],[-1  0  0  0  0 -1  0 -1 -1],[ 0 -1  1  0  0  1 -1 -1  0],[ 0  0  0  1 -1  0  0  0 -1],[ 0  1  0  0  1  0  0 -1 -1],[ 1  2  1  1  1  0  1  0 -1],[ 2  2  1  1  0  1  1  1  0]]",True,"[-1,-1,-1,0,0,0,1,2,-1,0,-1,0,1,2,2,0,1,0,0,1,1,0,1,0,1,1,-1,1,1,0,0,0,1,1,1,1]","[-2,-1,0,0,0,1,1,1,0,1,1,2,1,2,2,0,1,0,0,1,1,0,-1,0,1,1,1,1,0,1,2,1,0,0,-1,0]",t^8+24t^6+103t^4+52t^2+4,"[-2,-1,0,0,0,1,1,1,0,1,1,2,1,2,2,0,1,0,0,1,1,0,-1,0,1,1,1,1,0,1,2,1,0,0,-1,0]","[-1,-1,-1,0,0,0,1,2,-1,0,0,1,1,1,2,0,2,0,1,0,1,1,1,0,1,2,-1,1,0,2,0,0,1,1,1,0]","[-2,-1,0,0,0,1,1,1,1,0,1,1,1,1,2,1,0,1,1,1,2,1,-1,0,1,-1,0,1,0,0,0,0,1,0,0,-1]",c,"[[{8, 1}, {3, 7}, {4, 6}, {2, 5}], [{8, 1}, {3, 7}, {5, 6}, {2, 4}], [{8, 2}, {3, 7}, {4, 6}, {1, 5}], [{8, 6}, {3, 7}, {1, 5}, {2, 4}], [{8, 6}, {7}, {1, 5}, {2, 4}, {3}]]",1,16 K_1^3 - 38 K_1^2 - 28 K_1 K_2 + 2 K_1 + 19 K_2 + 10 K_3 + 20,O1O2O3U4U5O6U7U3O7O5U2O8U6O4U1U8,O1O2U3O4O5U1U6U7O8O7U5O3U8O6U4U2,O1O2U3O4O5U4U2O6U7O3U1O8O7U8U6U5,c,{'O1O2O3U4U3O5U6O4U2O7O8U1U8O6U7U5'},1,"<a href=""/flatknot/8.1195509"">8.1195509</a>",t^9-26t^7-46t^6+42t^5+98t^4+5t^3-34t^2-16t-6,t^2-2t,,
8.1195510,O1O2O3U4U3O5U6O4U2O7O8U5U1O6U7U8,4,3z^3+34z^2+110z+109,3w^4z^3+34w^3z^2+110w^2z+109w,False,False,"[[ 0 -1  0  1 -1 -1  0  0  2],[ 1  0 -1  1  1  0  0  1  2],[ 0  1  0  1 -1  0  0  0  0],[-1 -1 -1  0 -1 -1  0  0  0],[ 1 -1  1  1  0 -1  1  0  2],[ 1  0  0  1  1  0  1  0  1],[ 0  0  0  0 -1 -1  0  0  1],[ 0 -1  0  0  0  0  0  0  1],[-2 -2  0  0 -2 -1 -1 -1  0]]","[[ 0  2  1  0  0  0 -1 -1 -1],[-2  0  0  0 -1 -1 -1 -2 -2],[-1  0  0 -1  0  0 -1 -1 -1],[ 0  0  1  0  0  0  0  1 -1],[ 0  1  0  0  0  0  0 -1  0],[ 0  1  0  0  0  0 -1  0 -1],[ 1  1  1  0  0  1  0  0  1],[ 1  2  1 -1  1  0  0  0  1],[ 1  2  1  1  0  1 -1 -1  0]]",True,"[-2,-1,0,0,0,1,1,1,0,0,1,1,1,2,2,1,0,0,1,1,1,0,0,0,-1,1,0,0,1,0,1,0,1,0,-1,-1]","[-2,-1,0,0,0,1,1,1,0,0,1,1,1,2,2,1,0,0,1,1,1,0,0,0,-1,1,0,0,1,0,1,0,1,0,-1,-1]",t^8+22t^6+91t^4+84t^2+9,"[-1,-1,-1,0,0,0,1,2,-1,0,0,1,1,1,2,1,0,0,1,1,1,1,2,0,1,1,0,0,1,1,0,0,2,1,1,1]","[-2,-1,0,0,0,1,1,1,1,1,1,2,1,1,2,1,1,0,1,1,1,0,0,0,1,0,0,1,0,1,0,2,1,-1,-1,0]","[-1,-1,-1,0,0,0,1,2,-1,-1,0,1,1,1,2,0,0,0,1,1,1,1,-1,0,1,2,0,0,0,1,0,1,0,0,1,0]",c,"[[{8, 1}, {4, 7}, {2, 6}, {3, 5}], [{8, 1}, {7}, {2, 6}, {3, 5}, {4}], [{8, 2}, {4, 7}, {1, 6}, {3, 5}], [{8, 4}, {1, 7}, {2, 6}, {3, 5}], [{8, 4}, {7}, {2, 6}, {3, 5}, {1}], [{8, 6}, {1, 7}, {3, 5}, {2, 4}], [{8, 6}, {3, 7}, {1, 5}, {2, 4}], [{8, 7}, {2, 6}, {3, 5}, {1, 4}], [{8}, {7}, {2, 6}, {3, 5}, {1, 4}]]",1,20 K_1^3 - 30 K_1^2 - 24 K_1 K_2 - 3 K_1 + 15 K_2 + 7 K_3 + 16,O1O2O3U4U5O6U3U7O4O5U2O8U6O7U1U8,O1O2U3O4O5U2U6U7O8O7U1O3U8O6U4U5,O1O2U3O4O5U1U2O6U7O3U5O8O7U8U6U4,c,{'O1O2O3U4U3O5U6O4U2O7O8U5U1O6U7U8'},1,"<a href=""/flatknot/8.1195510"">8.1195510</a>",t^9-20t^7-38t^6+22t^5+98t^4+47t^3-50t^2-57t-14,-t^2+2t,,
