0
OOOOOOOOUUUUUUUU13546287
OOOOOOOOUUUUUUUU14536872
OOOOOOOOUUUUUUUU15634782
OOOOOOOOUUUUUUUU17354826
OOOOOOOOUUUUUUUU21685734
OOOOOOOOUUUUUUUU24158637
OOOOOOOOUUUUUUUU25468713
OOOOOOOOUUUUUUUU26831745
OOOOOOOOUUUUUUUU28134576
OOOOOOOOUUUUUUUU32148675
OOOOOOOOUUUUUUUU35178462
OOOOOOOOUUUUUUUU37465812
OOOOOOOOUUUUUUUU38765214
OOOOOOOOUUUUUUUU47685312
OOOOOOOOUUUUUUUU57841632
OOOOOOOUOUUUUUUU12638475
OOOOOOOUOUUUUUUU13846725
OOOOOOOUOUUUUUUU15263784
OOOOOOOUOUUUUUUU16425783
OOOOOOOUOUUUUUUU17482635
OOOOOOOUOUUUUUUU21583764
OOOOOOOUOUUUUUUU23614857
OOOOOOOUOUUUUUUU25168743
OOOOOOOUOUUUUUUU26713584
OOOOOOOUOUUUUUUU27864315
OOOOOOOUOUUUUUUU32547816
OOOOOOOUOUUUUUUU35268174
OOOOOOOUOUUUUUUU37158264
OOOOOOOUOUUUUUUU41837256
OOOOOOOUOUUUUUUU43871562
OOOOOOOUOUUUUUUU47851326
OOOOOOOUOUUUUUUU53862174
OOOOOOOUOUUUUUUU63851742
OOOOOOOUUOUUUUUU13258746
OOOOOOOUUOUUUUUU14368725
OOOOOOOUUOUUUUUU15478236
OOOOOOOUUOUUUUUU16725438
OOOOOOOUUOUUUUUU17543826
OOOOOOOUUOUUUUUU21648357
OOOOOOOUUOUUUUUU23758146
OOOOOOOUUOUUUUUU25317846
OOOOOOOUUOUUUUUU26481573
OOOOOOOUUOUUUUUU27541863
OOOOOOOUUOUUUUUU31785624
OOOOOOOUUOUUUUUU34156827
OOOOOOOUUOUUUUUU35278416
OOOOOOOUUOUUUUUU36518472
OOOOOOOUUOUUUUUU37564812
OOOOOOOUUOUUUUUU42137865
OOOOOOOUUOUUUUUU43251786
OOOOOOOUUOUUUUUU45283716
OOOOOOOUUOUUUUUU46528317
OOOOOOOUUOUUUUUU47583162
OOOOOOOUUOUUUUUU52164783
OOOOOOOUUOUUUUUU53281764
OOOOOOOUUOUUUUUU54371862
OOOOOOOUUOUUUUUU56471328
OOOOOOOUUOUUUUUU57614238
OOOOOOOUUOUUUUUU62174853
OOOOOOOUUOUUUUUU63412587
OOOOOOOUUOUUUUUU64527813
OOOOOOOUUOUUUUUU65712384
OOOOOOOUUOUUUUUU67521834
OOOOOOOUUOUUUUUU81562374
OOOOOOOUUOUUUUUU82517463
OOOOOOOUUOUUUUUU83516742
OOOOOOOUUOUUUUUU84516273
OOOOOOOUUOUUUUUU85413672
OOOOOOOUUOUUUUUU86412753
OOOOOOOUUUOUUUUU12764385
OOOOOOOUUUOUUUUU14378562
OOOOOOOUUUOUUUUU15734862
OOOOOOOUUUOUUUUU17328465
OOOOOOOUUUOUUUUU18426573
OOOOOOOUUUOUUUUU21456873
OOOOOOOUUUOUUUUU23658417
OOOOOOOUUUOUUUUU25347168
OOOOOOOUUUOUUUUU26731584
OOOOOOOUUUOUUUUU28467153
OOOOOOOUUUOUUUUU31548726
OOOOOOOUUUOUUUUU32764815
OOOOOOOUUUOUUUUU35472618
