name,gcode,bsMtxNoSrt,primMatrix,isPrim,phi,phi_sym,inPoly,outPoly,inv_phi,bar_phi,invbar_phi,matrix_sym_type,fillings,alg_genus,arrowpoly,namelink,reverse,mirror_img,rev_mir_img,diag_sym_type,r3_orbit,r3_orbit_length,cable_arr_poly,slice,same_cable_arr_poly,sameflatknot,same_arrowpoly,same_phi,same_outPoly,uPoly,vgenus,jk_poly_normed,en_poly_normed,is_cc,is_ac
6.1501,O1O2O3U1O4U5U2O6O5U3U4U6,"[[ 0 -2  0  0  1  0  1],[ 2  0  1  2  2  1  1],[ 0 -1  0  0  1  0  1],[ 0 -2  0  0  1  0  1],[-1 -2 -1 -1  0 -1  0],[ 0 -1  0  0  1  0  1],[-1 -1 -1 -1  0 -1  0]]","[[ 0  1  1  0  0 -2],[-1  0  0 -1 -1 -1],[-1  0  0 -1 -1 -2],[ 0  1  1  0  0 -1],[ 0  1  1  0  0 -1],[ 2  1  2  1  1  0]]",False,"[-1,-1,0,0,2,0,1,1,1,1,1,2,0,1,1]","[-2,0,0,1,1,1,1,1,2,0,0,0,0,0,0]",t^5+11t^3+2t,t^6+17t^4+7t^2,"[-2,0,0,1,1,1,1,1,2,0,0,0,0,0,0]","[-1,-1,0,0,2,0,0,0,1,0,0,2,0,1,1]","[-2,0,0,1,1,1,1,1,2,0,1,1,1,1,0]",c,"[[{3, 6}, {1, 5}, {2, 4}], [{3, 6}, {4, 5}, {1, 2}], [{6}, {1, 5}, {2, 4}, {3}], [{6}, {4, 5}, {3}, {1, 2}]]",1,-6*K1**2 + 3*K2 + 4,"<a href=""/flatknot/6.1501"">6.1501</a>",O1O2O3U4U5U1O6O4U2U6O5U3,O1O2O3U4U5U1O4U2O6O5U3U6,O1O2O3U4U1O5O4U2O6U3U5U6,c,"{'O1O2O3U1O4U3U5O6U2O5U4U6', 'O1O2O3U1U4O5U2O4O6U3U6U5', 'O1O2O3U1O4U5U2O6O5U3U4U6'}",3,96*K1**4*K2 - 784*K1**4 - 512*K1**2*K2**2 + 1672*K1**2*K2 - 16*K1**2*K3**2 - 880*K1**2 + 568*K1*K2*K3 + 32*K1*K3*K4 - 56*K2**4 + 40*K2**2*K4 - 696*K2**2 - 176*K3**2 - 18*K4**2 + 728,False,['6.1501'],"['6.16516', '6.16607', '6.18086', '6.18424', '6.22947', '6.23042', '6.24533', '6.24952', '6.34920', '6.35031', '6.36676', '6.37100', '6.42493', '6.42604', '6.43952', '6.44269', '6.54743', '6.54838', '6.55902', '6.56188', '6.59207', '6.59270', '6.60428', '6.60783', '6.64759', '6.64820', '6.65544', '6.65856', '6.68059', '6.68122', '6.68622', '6.68837', '6.71380', '6.71439', '6.71902', '6.71961', '6.72819', '6.74438', '6.76627', '6.77045', '6.77758', '6.78504', '6.78637', '6.78830', '6.85160', '6.87227', '6.89277', '6.89442']","['6.689', '6.691', '6.752', '6.754', '6.1106', '6.1116', '6.1126', '6.1335', '6.1379', '6.1386', '6.1409', '6.1415', '6.1417', '6.1418', '6.1421', '6.1422', '6.1428', '6.1431', '6.1432', '6.1435', '6.1443', '6.1445', '6.1446', '6.1447', '6.1454', '6.1455', '6.1460', '6.1462', '6.1464', '6.1466', '6.1472', '6.1474', '6.1475', '6.1501', '6.1516', '6.1518', '6.1566', '6.1570', '6.1590', '6.1599', '6.1602', '6.1603', '6.1604', '6.1605', '6.1614', '6.1615', '6.1625', '6.1628', '6.1730', '6.1780', '6.1883', '6.1885', '6.1888', '6.1890', '6.1941', '6.1943', '6.1945', '6.1948', '6.1961', '6.1963', '6.1966', '6.1967', '6.1971']","['6.1501', '7.11373', '7.44314']","['6.1501', '7.44314']",t^2-2t,2,9z+19,9w^2z+19w,False,False
6.1502,O1O2O3U1O4U5U3O6O5U6U4U2,"[[ 0 -2  1  1  1  0 -1],[ 2  0  2  1  1  1  0],[-1 -2  0  0  1 -1 -1],[-1 -1  0  0  0 -1 -1],[-1 -1 -1  0  0  0 -1],[ 0 -1  1  1  0  0 -1],[ 1  0  1  1  1  1  0]]","[[ 0  1  1  1  0 -1 -2],[-1  0  1  0 -1 -1 -2],[-1 -1  0  0  0 -1 -1],[-1  0  0  0 -1 -1 -1],[ 0  1  0  1  0 -1 -1],[ 1  1  1  1  1  0  0],[ 2  2  1  1  1  0  0]]",True,"[-1,-1,-1,0,1,2,-1,0,1,1,2,0,0,1,1,1,1,1,1,1,0]","[-2,-1,0,1,1,1,0,1,1,1,2,1,1,1,1,0,1,1,0,-1,0]",t^6+14t^4+17t^2+1,t^7+22t^5+30t^3+4t,"[-2,-1,0,1,1,1,1,1,1,2,2,0,1,1,1,0,0,1,0,-1,0]","[-1,-1,-1,0,1,2,-1,0,1,1,2,0,0,1,1,0,1,2,0,1,1]","[-2,-1,0,1,1,1,0,1,1,1,2,1,1,1,1,0,1,1,0,-1,0]",c,"[[{1, 6}, {2, 5}, {3, 4}], [{1, 6}, {2, 5}, {4}, {3}], [{1, 6}, {3, 5}, {2, 4}], [{1, 6}, {4, 5}, {2, 3}]]",1,4*K1**3 - 10*K1**2 - 4*K1*K2 - K1 + 5*K2 + K3 + 6,"<a href=""/flatknot/6.1502"">6.1502</a>",O1O2O3U2U4U5O6O5U1U6O4U3,O1O2O3U4U3U5O4U2O6O5U1U6,O1O2O3U4U3O5O4U2O6U5U1U6,c,{'O1O2O3U1O4U5U3O6O5U6U4U2'},1,-320*K1**6 - 512*K1**4*K2**2 + 3520*K1**4*K2 - 8480*K1**4 + 864*K1**3*K2*K3 - 1248*K1**3*K3 - 256*K1**2*K2**4 + 1952*K1**2*K2**3 - 10704*K1**2*K2**2 - 640*K1**2*K2*K4 + 13776*K1**2*K2 - 480*K1**2*K3**2 - 3308*K1**2 + 608*K1*K2**3*K3 - 1024*K1*K2**2*K3 - 192*K1*K2**2*K5 - 32*K1*K2*K3*K4 + 7328*K1*K2*K3 + 416*K1*K3*K4 + 24*K1*K4*K5 - 32*K2**6 + 64*K2**4*K4 - 1528*K2**4 - 32*K2**3*K6 - 240*K2**2*K3**2 - 16*K2**2*K4**2 + 1080*K2**2*K4 - 3534*K2**2 + 112*K2*K3*K5 + 16*K2*K4*K6 - 1152*K3**2 - 146*K4**2 - 12*K5**2 - 2*K6**2 + 4128,False,['6.1502'],"['6.4255', '6.4261', '6.4334', '6.4340', '6.5534', '6.5542', '6.5653', '6.5661', '6.7718', '6.7724', '6.9120', '6.9126', '6.9199', '6.9205', '6.19832', '6.19833', '6.26268', '6.26269', '6.26712', '6.26713', '6.38216', '6.38217', '6.44993', '6.44994', '6.48571', '6.48577', '6.49284', '6.49292', '6.50413', '6.50419', '6.66356', '6.66357']","['6.241', '6.341', '6.542', '6.567', '6.699', '6.713', '6.771', '6.791', '6.1025', '6.1039', '6.1041', '6.1072', '6.1077', '6.1121', '6.1123', '6.1499', '6.1502', '6.1531', '6.1645', '6.1648', '6.1726', '6.1727', '6.1761', '6.1784', '6.1807', '6.1823', '6.1832', '6.1869', '6.1873', '6.1874']","['6.1502', '7.39599']","['6.1502', '7.39599']",t^2-2t,3,2z^2+23z+39,2w^3z^2+23w^2z+39w,False,False
6.1503,O1O2O3U1O4U5U4O6O5U2U3U6,"[[ 0 -2 -1  1  1  0  1],[ 2  0  1  2  0  2  2],[ 1 -1  0  1  1  0  1],[-1 -2 -1  0  1 -2  0],[-1  0 -1 -1  0 -1 -1],[ 0 -2  0  2  1  0  1],[-1 -2 -1  0  1 -1  0]]","[[ 0  1  1  1  0 -1 -2],[-1  0  1  0 -1 -1 -2],[-1 -1  0 -1 -1 -1  0],[-1  0  1  0 -2 -1 -2],[ 0  1  1  2  0  0 -2],[ 1  1  1  1  0  0 -1],[ 2  2  0  2  2  1  0]]",True,"[-1,-1,-1,0,1,2,-1,0,1,1,2,1,1,1,0,2,1,2,0,2,1]","[-2,-1,0,1,1,1,0,0,1,1,3,1,1,1,1,-1,0,0,0,-1,-1]",t^6+24t^4+11t^2+1,t^7+32t^5+32t^3+4t,"[-2,-1,0,1,1,1,0,0,1,1,3,1,1,1,1,-1,0,0,0,-1,-1]","[-1,-1,-1,0,1,2,-1,-1,0,1,3,0,-1,1,1,0,1,1,1,0,0]","[-2,-1,0,1,1,1,1,2,0,2,2,0,1,1,1,1,1,2,-1,-1,0]",c,"[[{1, 6}, {2, 5}, {3, 4}], [{1, 6}, {2, 5}, {4}, {3}]]",1,-2*K1**2 + K2 + 2,"<a href=""/flatknot/6.1503"">6.1503</a>",O1O2O3U4U1U2O5O4U6U5O6U3,O1O2O3U4U1U2O4U5O6O5U3U6,O1O2O3U4U1O5O4U5O6U2U3U6,c,"{'O1O2O3U4U5O6U3O5U1U2O4U6', 'O1O2O3U1O4U5U4O6O5U2U3U6'}",2,-192*K1**4*K2**2 + 352*K1**4*K2 - 416*K1**4 + 64*K1**3*K2*K3 - 32*K1**3*K3 + 512*K1**2*K2**3 - 1984*K1**2*K2**2 - 96*K1**2*K2*K4 + 2296*K1**2*K2 - 1352*K1**2 + 888*K1*K2*K3 - 280*K2**4 + 72*K2**2*K4 - 584*K2**2 - 40*K3**2 - 2*K4**2 + 792,False,['6.1503'],"['6.4193', '6.4274', '6.5443', '6.5559', '6.7552', '6.7637', '6.9058', '6.9139', '6.18237', '6.18574', '6.24709', '6.25124', '6.36828', '6.37293', '6.44068', '6.44409', '6.48513', '6.48594', '6.49209', '6.49315', '6.50300', '6.50378', '6.51063', '6.51096', '6.56040', '6.56316', '6.60593', '6.60934', '6.65702', '6.65998', '6.68747', '6.68957', '6.83504', '6.83834', '6.83981', '6.85401', '6.86313', '6.87118', '6.88341', '6.88971']","['4.6', '4.8', '6.780', '6.804', '6.914', '6.931', '6.946', '6.960', '6.1002', '6.1016', '6.1019', '6.1051', '6.1058', '6.1078', '6.1102', '6.1115', '6.1217', '6.1294', '6.1306', '6.1317', '6.1321', '6.1324', '6.1336', '6.1377', '6.1416', '6.1420', '6.1427', '6.1429', '6.1434', '6.1436', '6.1437', '6.1439', '6.1441', '6.1444', '6.1450', '6.1451', '6.1458', '6.1459', '6.1477', '6.1482', '6.1490', '6.1503', '6.1504', '6.1511', '6.1521', '6.1547', '6.1560', '6.1561', '6.1562', '6.1597', '6.1598', '6.1600', '6.1601', '6.1608', '6.1620', '6.1622', '6.1624', '6.1634', '6.1635', '6.1637', '6.1638', '6.1713', '6.1725', '6.1758', '6.1846', '6.1933', '6.1944', '6.1949', '6.1950', '6.1951']",['6.1503'],['6.1503'],t^2-2t,3,4z^2+17z+19,4w^3z^2+17w^2z+19w,False,False
6.1504,O1O2O3U1O4U5U4O6O5U3U2U6,"[[ 0 -2  0  0  1  0  1],[ 2  0  2  1  0  2  2],[ 0 -2  0  0  1 -1  1],[ 0 -1  0  0  1 -1  0],[-1  0 -1 -1  0 -1 -1],[ 0 -2  1  1  1  0  1],[-1 -2 -1  0  1 -1  0]]","[[ 0  1  1  0  0  0 -2],[-1  0  1  0 -1 -1 -2],[-1 -1  0 -1 -1 -1  0],[ 0  0  1  0  0 -1 -1],[ 0  1  1  0  0 -1 -2],[ 0  1  1  1  1  0 -2],[ 2  2  0  1  2  2  0]]",True,"[-1,-1,0,0,0,2,-1,0,1,1,2,1,1,1,0,0,1,1,1,2,2]","[-2,0,0,0,1,1,0,0,1,1,3,-1,-1,0,0,0,0,0,1,0,-1]",t^6+21t^4+13t^2+1,t^7+27t^5+28t^3+4t,"[-2,0,0,0,1,1,0,0,1,1,3,-1,-1,0,0,0,0,0,1,0,-1]","[-1,-1,0,0,0,2,-1,0,0,0,3,0,0,1,1,-1,0,0,1,0,1]","[-2,0,0,0,1,1,1,2,2,0,2,-1,0,1,0,1,1,1,1,1,-1]",c,"[[{1, 6}, {2, 5}, {3, 4}], [{1, 6}, {2, 5}, {4}, {3}], [{1, 6}, {3, 5}, {2, 4}], [{1, 6}, {3, 5}, {4}, {2}], [{1, 6}, {4, 5}, {2, 3}], [{1, 6}, {4, 5}, {3}, {2}], [{1, 6}, {5}, {2, 4}, {3}], [{1, 6}, {5}, {3, 4}, {2}], [{1, 6}, {5}, {4}, {2, 3}], [{1, 6}, {5}, {4}, {3}, {2}], [{2, 6}, {1, 5}, {3, 4}], [{2, 6}, {1, 5}, {4}, {3}], [{2, 6}, {3, 5}, {1, 4}], [{2, 6}, {3, 5}, {4}, {1}], [{2, 6}, {4, 5}, {1, 3}], [{2, 6}, {4, 5}, {3}, {1}], [{2, 6}, {5}, {1, 4}, {3}], [{2, 6}, {5}, {3, 4}, {1}], [{2, 6}, {5}, {4}, {1, 3}], [{3, 6}, {1, 5}, {2, 4}], [{3, 6}, {1, 5}, {4}, {2}], [{3, 6}, {2, 5}, {1, 4}], [{3, 6}, {2, 5}, {4}, {1}], [{3, 6}, {4, 5}, {1, 2}], [{3, 6}, {4, 5}, {2}, {1}], [{3, 6}, {5}, {1, 4}, {2}], [{3, 6}, {5}, {2, 4}, {1}], [{3, 6}, {5}, {4}, {1, 2}], [{4, 6}, {1, 5}, {2, 3}], [{4, 6}, {1, 5}, {3}, {2}], [{4, 6}, {2, 5}, {1, 3}], [{4, 6}, {2, 5}, {3}, {1}], [{4, 6}, {3, 5}, {1, 2}], [{4, 6}, {3, 5}, {2}, {1}], [{4, 6}, {5}, {1, 3}, {2}], [{4, 6}, {5}, {2, 3}, {1}], [{4, 6}, {5}, {3}, {1, 2}], [{4, 6}, {5}, {3}, {2}, {1}], [{5, 6}, {1, 4}, {2, 3}], [{5, 6}, {1, 4}, {3}, {2}], [{5, 6}, {2, 4}, {1, 3}], [{5, 6}, {2, 4}, {3}, {1}], [{5, 6}, {3, 4}, {1, 2}], [{5, 6}, {3, 4}, {2}, {1}], [{5, 6}, {4}, {1, 3}, {2}], [{5, 6}, {4}, {2, 3}, {1}], [{5, 6}, {4}, {3}, {1, 2}], [{6}, {1, 5}, {2, 4}, {3}], [{6}, {1, 5}, {3, 4}, {2}], [{6}, {1, 5}, {4}, {2, 3}], [{6}, {2, 5}, {1, 4}, {3}], [{6}, {2, 5}, {3, 4}, {1}], [{6}, {2, 5}, {4}, {1, 3}], [{6}, {2, 5}, {4}, {3}, {1}], [{6}, {3, 5}, {1, 4}, {2}], [{6}, {3, 5}, {2, 4}, {1}], [{6}, {3, 5}, {4}, {1, 2}], [{6}, {3, 5}, {4}, {2}, {1}], [{6}, {4, 5}, {1, 3}, {2}], [{6}, {4, 5}, {2, 3}, {1}], [{6}, {4, 5}, {3}, {1, 2}], [{6}, {5}, {1, 4}, {2, 3}], [{6}, {5}, {1, 4}, {3}, {2}], [{6}, {5}, {2, 4}, {1, 3}], [{6}, {5}, {3, 4}, {1, 2}], [{6}, {5}, {4}, {2, 3}, {1}]]",2,-2*K1**2 + K2 + 2,"<a href=""/flatknot/6.1504"">6.1504</a>",O1O2O3U4U2U1O5O4U6U5O6U3,O1O2O3U4U2U1O4U5O6O5U3U6,O1O2O3U4U1O5O4U5O6U3U2U6,c,"{'O1O2O3U1O4U5U4O6O5U3U2U6', 'O1O2O3U4U5O6U3O5U2U1O4U6'}",2,32*K1**4*K2 - 128*K1**4 - 1184*K1**2*K2**2 + 1992*K1**2*K2 - 1520*K1**2 + 1032*K1*K2*K3 - 120*K2**4 + 72*K2**2*K4 - 856*K2**2 - 224*K3**2 - 6*K4**2 + 908,False,['6.1504'],"['6.4233', '6.4314', '6.5502', '6.5620', '6.7605', '6.7696', '6.9098', '6.9179', '6.18370', '6.18710', '6.24819', '6.25278', '6.37003', '6.37453', '6.44180', '6.44501', '6.48553', '6.48610', '6.49258', '6.49378', '6.50346', '6.50403', '6.51079', '6.51112', '6.56151', '6.56380', '6.60676', '6.61027', '6.65815', '6.66069', '6.68808', '6.69018', '6.83733', '6.83859', '6.85069', '6.85337', '6.86661', '6.86989', '6.87431', '6.89547']","['4.6', '4.8', '6.780', '6.804', '6.914', '6.931', '6.946', '6.960', '6.1002', '6.1016', '6.1019', '6.1051', '6.1058', '6.1078', '6.1102', '6.1115', '6.1217', '6.1294', '6.1306', '6.1317', '6.1321', '6.1324', '6.1336', '6.1377', '6.1416', '6.1420', '6.1427', '6.1429', '6.1434', '6.1436', '6.1437', '6.1439', '6.1441', '6.1444', '6.1450', '6.1451', '6.1458', '6.1459', '6.1477', '6.1482', '6.1490', '6.1503', '6.1504', '6.1511', '6.1521', '6.1547', '6.1560', '6.1561', '6.1562', '6.1597', '6.1598', '6.1600', '6.1601', '6.1608', '6.1620', '6.1622', '6.1624', '6.1634', '6.1635', '6.1637', '6.1638', '6.1713', '6.1725', '6.1758', '6.1846', '6.1933', '6.1944', '6.1949', '6.1950', '6.1951']",['6.1504'],['6.1504'],t^2-2t,3,5z^2+18z+17,5w^3z^2+18w^2z+17w,False,False
6.1505,O1O2O3U1O4U5U4O6O5U3U6U2,"[[ 0 -2  1  0  1  0  0],[ 2  0  2  1  0  2  1],[-1 -2  0 -1  1 -1  0],[ 0 -1  1  0  1 -1  0],[-1  0 -1 -1  0 -1 -1],[ 0 -2  1  1  1  0  0],[ 0 -1  0  0  1  0  0]]","[[ 0  1  1  0  0  0 -2],[-1  0  1  0 -1 -1 -2],[-1 -1  0 -1 -1 -1  0],[ 0  0  1  0  0  0 -1],[ 0  1  1  0  0  1 -2],[ 0  1  1  0 -1  0 -1],[ 2  2  0  1  2  1  0]]",True,"[-1,-1,0,0,0,2,-1,0,1,1,2,1,1,1,0,0,0,1,-1,2,1]","[-2,0,0,0,1,1,0,1,1,1,3,-1,0,0,0,0,0,0,1,0,-1]",t^6+17t^4+20t^2+4,t^7+23t^5+31t^3+8t,"[-2,0,0,0,1,1,0,1,1,1,3,-1,0,0,0,0,0,0,1,0,-1]","[-1,-1,0,0,0,2,-1,0,0,0,3,0,0,1,1,-1,0,1,0,0,1]","[-2,0,0,0,1,1,1,1,2,0,2,0,-1,1,1,0,1,0,1,1,-1]",c,"[[{1, 6}, {4, 5}, {2, 3}], [{2, 6}, {4, 5}, {1, 3}], [{3, 6}, {1, 5}, {2, 4}], [{3, 6}, {2, 5}, {1, 4}], [{3, 6}, {4, 5}, {1, 2}], [{3, 6}, {4, 5}, {2}, {1}], [{6}, {1, 5}, {2, 4}, {3}], [{6}, {2, 5}, {1, 4}, {3}], [{6}, {4, 5}, {3}, {1, 2}]]",1,-10*K1**2 + 5*K2 + 6,"<a href=""/flatknot/6.1505"">6.1505</a>",O1O2O3U2U4U1O5O4U6U5O6U3,O1O2O3U4U3U1O4U5O6O5U2U6,O1O2O3U4U2O5O4U5O6U3U1U6,c,{'O1O2O3U1O4U5U4O6O5U3U6U2'},1,-128*K1**6 - 192*K1**4*K2**2 + 2176*K1**4*K2 - 6816*K1**4 + 608*K1**3*K2*K3 - 1856*K1**3*K3 - 5520*K1**2*K2**2 - 736*K1**2*K2*K4 + 13360*K1**2*K2 - 480*K1**2*K3**2 - 6516*K1**2 - 96*K1*K2**2*K3 + 7456*K1*K2*K3 + 872*K1*K3*K4 - 104*K2**4 + 408*K2**2*K4 - 5568*K2**2 - 2132*K3**2 - 350*K4**2 + 5612,False,['6.1505'],"['6.3661', '6.3758', '6.3947', '6.4044', '6.4500', '6.4595', '6.5886', '6.6013', '6.7146', '6.7319', '6.7412', '6.7931', '6.8050', '6.9365', '6.17906', '6.18003', '6.18751', '6.24441', '6.24876', '6.25337', '6.37490', '6.43868', '6.44223', '6.44526', '6.48301', '6.48366', '6.50084', '6.50194', '6.50576', '6.50639', '6.55867', '6.60715']","['6.947', '6.1027', '6.1399', '6.1430', '6.1433', '6.1442', '6.1465', '6.1469', '6.1476', '6.1505', '6.1529', '6.1606', '6.1612', '6.1613', '6.1616', '6.1649', '6.1694', '6.1736', '6.1768', '6.1771', '6.1774', '6.1884', '6.1886', '6.1887', '6.1889', '6.1960', '6.1962']",['6.1505'],['6.1505'],t^2-2t,3,21z+43,21w^2z+43w,False,False
6.1506,O1O2O3U1O4U5U4O6O5U6U3U2,"[[ 0 -2  1  1  1  0 -1],[ 2  0  2  1  0  2  0],[-1 -2  0  0  1 -1 -1],[-1 -1  0  0  1 -1 -1],[-1  0 -1 -1  0 -1 -1],[ 0 -2  1  1  1  0 -1],[ 1  0  1  1  1  1  0]]","[[ 0  1  1  1 -1 -2],[-1  0  1  0 -1 -1],[-1 -1  0 -1 -1  0],[-1  0  1  0 -1 -2],[ 1  1  1  1  0  0],[ 2  1  0  2  0  0]]",False,"[-1,-1,-1,1,2,-1,0,1,1,1,1,0,1,2,0]","[-2,-1,1,1,1,0,0,1,2,1,1,1,-1,-1,0]",t^5+10t^3+7t,t^6+18t^4+16t^2+1,"[-2,-1,1,1,1,1,1,2,3,1,1,1,0,-1,-1]","[-1,-1,-1,1,2,-1,-1,1,3,0,1,1,1,2,1]","[-2,-1,1,1,1,0,0,1,2,1,1,1,-1,-1,0]",c,"[[{1, 6}, {2, 5}, {3, 4}], [{1, 6}, {5}, {3, 4}, {2}], [{4, 6}, {1, 5}, {2, 3}], [{4, 6}, {2, 5}, {1, 3}], [{4, 6}, {3, 5}, {1, 2}], [{4, 6}, {5}, {1, 3}, {2}], [{4, 6}, {5}, {2, 3}, {1}], [{4, 6}, {5}, {3}, {1, 2}]]",1,4*K1**3 + 2*K1**2 - 4*K1*K2 - K1 - K2 + K3,"<a href=""/flatknot/6.1506"">6.1506</a>",O1O2O3U2U1U4O5O4U6U5O6U3,O1O2O3U4U3U2O4U5O6O5U1U6,O1O2O3U4U3O5O4U5O6U2U1U6,c,{'O1O2O3U1O4U5U4O6O5U6U3U2'},1,4608*K1**4*K2 - 7264*K1**4 + 1536*K1**3*K2*K3 - 1472*K1**3*K3 - 384*K1**2*K2**4 + 768*K1**2*K2**3 + 384*K1**2*K2**2*K4 - 8112*K1**2*K2**2 - 736*K1**2*K2*K4 + 6648*K1**2*K2 - 1248*K1**2*K3**2 - 96*K1**2*K4**2 + 904*K1**2 + 416*K1*K2**3*K3 - 544*K1*K2**2*K3 - 256*K1*K2**2*K5 - 160*K1*K2*K3*K4 + 4672*K1*K2*K3 + 816*K1*K3*K4 + 96*K1*K4*K5 - 32*K2**6 + 64*K2**4*K4 - 584*K2**4 - 32*K2**3*K6 - 112*K2**2*K3**2 - 16*K2**2*K4**2 + 496*K2**2*K4 - 1102*K2**2 + 120*K2*K3*K5 + 16*K2*K4*K6 - 556*K3**2 - 158*K4**2 - 28*K5**2 - 2*K6**2 + 1348,False,['6.1506'],"['6.3254', '6.3280', '6.3298', '6.3382', '6.3413', '6.3431', '6.3471', '6.3517', '6.4627', '6.5918', '6.6037', '6.7957', '6.8074', '6.9389', '6.17838', '6.17855', '6.19057', '6.19868', '6.24351', '6.25673', '6.25690', '6.26313', '6.26756', '6.37777', '6.43776', '6.43793', '6.45050', '6.48114', '6.48127', '6.48152', '6.48203', '6.50663']","['6.140', '6.569', '6.943', '6.970', '6.1234', '6.1298', '6.1311', '6.1326', '6.1500', '6.1506', '6.1708', '6.1712', '6.1720', '6.1859']","['5.54', '6.1506', '7.22432']","['5.54', '6.1506']",t^2-2t,3,9z^2+30z+25,9w^3z^2+30w^2z+25w,False,False
6.1507,O1O2O3U2O4U1U3O5O6U4U5U6,"[[ 0 -2 -1  1  0  0  2],[ 2  0  0  2  2  1  1],[ 1  0  0  1  1  0  0],[-1 -2 -1  0  1  1  1],[ 0 -2 -1 -1  0  1  2],[ 0 -1  0 -1 -1  0  1],[-2 -1  0 -1 -2 -1  0]]","[[ 0  2  1  0  0 -1 -2],[-2  0 -1 -1 -2  0 -1],[-1  1  0  1  1 -1 -2],[ 0  1 -1  0 -1  0 -1],[ 0  2 -1  1  0 -1 -2],[ 1  0  1  0  1  0  0],[ 2  1  2  1  2  0  0]]",True,"[-2,-1,0,0,1,2,1,1,2,0,1,-1,-1,1,2,1,0,1,1,2,0]","[-2,-1,0,0,1,2,0,0,1,3,3,2,2,1,1,1,0,0,1,1,1]",t^6+21t^4+22t^2+1,t^7+31t^5+92t^3+16t,"[-2,-1,0,0,1,2,1,0,1,1,3,0,1,1,3,-1,2,0,2,1,0]","[-2,-1,0,0,1,2,0,0,1,3,3,2,2,1,1,1,0,0,1,1,1]","[-2,-1,0,0,1,2,0,1,2,2,1,0,1,1,0,-1,-1,1,-1,2,1]",c,"[[{1, 6}, {4, 5}, {2, 3}]]",1,8*K1**3 - 4*K1**2 - 4*K1*K2 - 4*K1 + 2*K2 + 3,"<a href=""/flatknot/6.1507"">6.1507</a>",O1O2O3U4U5U6O4O5U1U3O6U2,O1O2O3U4U5U6O5U1O4O6U2U3,O1O2O3U1U2O4O5U3O6U4U6U5,c,{'O1O2O3U2O4U1U3O5O6U4U5U6'},1,-384*K1**4*K2**2 + 608*K1**4*K2 - 720*K1**4 + 224*K1**3*K2*K3 - 96*K1**3*K3 - 128*K1**2*K2**4 + 1344*K1**2*K2**3 - 5952*K1**2*K2**2 - 352*K1**2*K2*K4 + 5040*K1**2*K2 - 80*K1**2*K3**2 - 3164*K1**2 + 1088*K1*K2**3*K3 - 736*K1*K2**2*K3 - 224*K1*K2**2*K5 - 96*K1*K2*K3*K4 + 5192*K1*K2*K3 + 208*K1*K3*K4 + 8*K1*K4*K5 - 448*K2**6 + 544*K2**4*K4 - 3328*K2**4 - 1232*K2**2*K3**2 - 208*K2**2*K4**2 + 2248*K2**2*K4 - 1104*K2**2 + 696*K2*K3*K5 + 24*K2*K4*K6 - 1152*K3**2 - 332*K4**2 - 92*K5**2 + 2602,False,['6.1507'],"['6.11451', '6.11748', '6.12766', '6.13108', '6.20675', '6.22114', '6.28180', '6.29604', '6.31205', '6.31544', '6.32373', '6.32786', '6.39631', '6.41872', '6.46235', '6.47842', '6.52213', '6.52486', '6.53048', '6.53368', '6.57605', '6.58766', '6.62265', '6.63208', '6.63780', '6.63893', '6.64210', '6.64394', '6.67067', '6.67933', '6.69683', '6.70365']","['6.206', '6.236', '6.575', '6.580', '6.613', '6.619', '6.810', '6.819', '6.831', '6.838', '6.957', '6.1018', '6.1028', '6.1046', '6.1073', '6.1279', '6.1507', '6.1532', '6.1556', '6.1639', '6.1688', '6.1924', '6.1931']",['6.1507'],['6.1507'],0,3,3z^2+16z+21,-2w^4z^2+5w^3z^2-8w^3z+24w^2z+21w,False,False
