name,gcode,diag_sym_type,inv,bar,invbar,r3_orbit,phi_sym,same_phi,cable_arr_poly,same_cable_arr_poly,outPoly,same_outpoly,sameflatknot
6.383,O1O2O3O4O5U4U2O6U1U5U6U3,"[0, 0, 0]",O1O2O3O4O5U3U6U1U5O6U4U2,O1O2O3O4U1U5U4U6U2O6O5U3,O1O2O3O4U2O5O6U3U6U1U5U4,{'O1O2O3O4O5U4U2O6U1U5U6U3'},"[-3, -1, 2, 2, 0, 2, 4, 1, 1, -1]",['6.383'],-64*K1**6 - 64*K1**4*K2**2 + 832*K1**4*K2 - 4976*K1**4 + 768*K1**3*K2*K3 + 64*K1**3*K3*K4 - 1120*K1**3*K3 + 320*K1**2*K2**3 + 256*K1**2*K2**2*K4 - 7328*K1**2*K2**2 + 64*K1**2*K2*K3**2 + 192*K1**2*K2*K4**2 - 1632*K1**2*K2*K4 + 14224*K1**2*K2 - 1232*K1**2*K3**2 - 96*K1**2*K3*K5 - 640*K1**2*K4**2 - 9332*K1**2 + 320*K1*K2**3*K3 + 192*K1*K2**2*K3*K4 - 1664*K1*K2**2*K3 - 192*K1*K2**2*K5 - 672*K1*K2*K3*K4 - 32*K1*K2*K3*K6 + 11920*K1*K2*K3 - 160*K1*K2*K4*K5 + 3664*K1*K3*K4 + 824*K1*K4*K5 + 40*K1*K5*K6 - 32*K2**6 + 96*K2**4*K4 - 912*K2**4 - 32*K2**3*K6 - 704*K2**2*K3**2 - 392*K2**2*K4**2 + 2552*K2**2*K4 - 7768*K2**2 + 768*K2*K3*K5 + 224*K2*K4*K6 - 64*K3**4 + 56*K3**2*K6 - 4180*K3**2 - 1828*K4**2 - 352*K5**2 - 48*K6**2 + 8138,['6.383'],t^{5} + 41 t^{3} + 8 t,['6.383'],"['6.16562', '6.16653', '6.18154', '6.18490', '6.22961', '6.23080', '6.24609', '6.25022', '6.34962', '6.35081', '6.36744', '6.37163', '6.42531', '6.42640', '6.44012', '6.44324', '6.54793', '6.54879', '6.55952', '6.56252', '6.59221', '6.59301', '6.60486', '6.60852', '6.64775', '6.64838', '6.65609', '6.65916', '6.68073', '6.68136', '6.68680', '6.68891']"
6.384,O1O2O3O4O5U4U2O6U1U6U3U5,"[0, 0, 0]",O1O2O3O4O5U1U3U6U5O6U4U2,O1O2O3O4U1U5U3U6U4O6O5U2,O1O2O3O4U3O5O6U1U6U2U5U4,{'O1O2O3O4O5U4U2O6U1U6U3U5'},"[-4, -1, -1, 1, 2, 3, 0, 2, 1, 3, 5, 0, 0, 0, 1, 0, 1, 3, 0, 0, 0]",['6.384'],-256*K1**6 - 384*K1**4*K2**2 + 1152*K1**4*K2 - 3600*K1**4 + 576*K1**3*K2*K3 - 448*K1**3*K3 - 256*K1**2*K2**4 + 736*K1**2*K2**3 - 128*K1**2*K2**2*K3**2 + 64*K1**2*K2**2*K4 - 7312*K1**2*K2**2 + 192*K1**2*K2*K3**2 - 832*K1**2*K2*K4 + 10008*K1**2*K2 - 816*K1**2*K3**2 - 96*K1**2*K4**2 - 5252*K1**2 + 896*K1*K2**3*K3 + 256*K1*K2**2*K3*K4 - 1600*K1*K2**2*K3 - 448*K1*K2**2*K5 + 64*K1*K2*K3**3 - 320*K1*K2*K3*K4 + 9112*K1*K2*K3 - 32*K1*K2*K4*K5 + 1672*K1*K3*K4 + 152*K1*K4*K5 - 32*K2**6 - 64*K2**4*K3**2 - 32*K2**4*K4**2 + 160*K2**4*K4 - 1776*K2**4 + 96*K2**3*K3*K5 + 32*K2**3*K4*K6 - 64*K2**3*K6 - 1328*K2**2*K3**2 - 376*K2**2*K4**2 + 2512*K2**2*K4 - 48*K2**2*K5**2 - 8*K2**2*K6**2 - 4728*K2**2 - 32*K2*K3**2*K4 + 952*K2*K3*K5 + 216*K2*K4*K6 + 8*K2*K5*K7 - 64*K3**4 - 32*K3**2*K4**2 + 32*K3**2*K6 - 2488*K3**2 + 16*K3*K4*K7 - 922*K4**2 - 148*K5**2 - 32*K6**2 + 5048,['6.384'],t^{7} + 82 t^{5} + 110 t^{3} + 6 t,['6.384'],"['6.11054', '6.11134', '6.12220', '6.12329', '6.16432', '6.19226', '6.19319', '6.19519', '6.19612', '6.22736', '6.22837', '6.26034', '6.26083', '6.26418', '6.26505', '6.30623', '6.30720', '6.31931', '6.34779', '6.38105', '6.38125', '6.42393', '6.44625', '6.44745', '6.51847', '6.52711', '6.52813', '6.56571', '6.56629', '6.64724', '6.66271', '6.66301']"
6.385,O1O2O3O4O5U4U2O6U1U6U5U3,"[0, 0, 0]",O1O2O3O4O5U3U1U6U5O6U4U2,O1O2O3O4U1U5U6U3O6U4O5U2,O1O2O3O4U3O5O6U2U6U1U5U4,"{'O1O2O3O4U3O5U2O6U1U6U4U5', 'O1O2O3O4O5U4U2O6U1U6U5U3'}","[-3, -2, -1, 1, 2, 3, 0, 0, 1, 4, 4, 0, 0, 2, 2, 0, 1, 1, 0, 0, 1]","['6.385', '7.17788']",-192*K1**6 - 128*K1**4*K2**2 + 448*K1**4*K2 - 672*K1**4 + 128*K1**3*K2*K3 - 448*K1**2*K2**2 + 752*K1**2*K2 - 160*K1**2*K3**2 - 48*K1**2*K4**2 - 236*K1**2 + 520*K1*K2*K3 + 224*K1*K3*K4 + 64*K1*K4*K5 + 8*K1*K5*K6 - 32*K2**4 - 32*K2**2*K3**2 - 16*K2**2*K4**2 + 80*K2**2*K4 - 412*K2**2 + 56*K2*K3*K5 + 16*K2*K4*K6 + 8*K3**2*K6 - 248*K3**2 - 120*K4**2 - 44*K5**2 - 12*K6**2 + 494,['6.385'],t^{7} + 72 t^{5} + 43 t^{3},['6.385'],"['6.11271', '6.11351', '6.12536', '6.12649', '6.17054', '6.17296', '6.17629', '6.18916', '6.18992', '6.19343', '6.19636', '6.22259', '6.24088', '6.24182', '6.25510', '6.26115', '6.26533', '6.28320', '6.30945', '6.31070', '6.31241', '6.31592', '6.32125', '6.32246', '6.32816', '6.35561', '6.36012', '6.36426', '6.37653', '6.39940', '6.40100', '6.43524', '6.44776', '6.46487', '6.52021', '6.53392', '6.55462', '6.56657', '6.65394', '6.66111']"
6.386,O1O2O3O4O5U4U2O6U3U1U5U6,"[0, 0, 0]",O1O2O3O4O5U6U1U5U3O6U4U2,O1O2O3O4U2U5U1U6U3O6O5U4,O1O2O3O4U1O5O6U2U6U4U5U3,{'O1O2O3O4O5U4U2O6U3U1U5U6'},"[-3, -3, 1, 1, 2, 2, -1, 1, 2, 3, 4, 1, 2, 2, 3, 0, 0, 0, 1, 1, -1]",['6.386'],-64*K1**6 + 128*K1**4*K2 - 1360*K1**4 + 64*K1**3*K2*K3 + 64*K1**3*K3*K4 - 592*K1**2*K2**2 + 1944*K1**2*K2 - 688*K1**2*K3**2 - 352*K1**2*K4**2 - 1420*K1**2 + 1904*K1*K2*K3 + 1152*K1*K3*K4 + 304*K1*K4*K5 + 16*K1*K5*K6 - 48*K2**4 - 48*K2**2*K3**2 - 16*K2**2*K4**2 + 232*K2**2*K4 - 1428*K2**2 + 128*K2*K3*K5 + 24*K2*K4*K6 + 8*K3**2*K6 - 1056*K3**2 - 520*K4**2 - 132*K5**2 - 20*K6**2 + 1774,['6.386'],t^{7} + 80 t^{5} + 48 t^{3},['6.386'],"['6.20009', '6.20090', '6.21279', '6.21372', '6.27056', '6.27151', '6.28759', '6.28840', '6.38457', '6.38548', '6.40644', '6.40745', '6.45337', '6.45444', '6.47104', '6.47186', '6.56808', '6.56895', '6.57940', '6.58033', '6.61322', '6.61421', '6.62496', '6.62578', '6.66528', '6.66595', '6.67315', '6.67386', '6.69170', '6.69243', '6.69919', '6.69984']"
6.387,O1O2O3O4O5U4U2O6U3U1U6U5,"[0, 0, 0]",O1O2O3O4O5U1U6U5U3O6U4U2,O1O2O3O4U2U5U1U6U4O6O5U3,O1O2O3O4U2O5O6U1U6U4U5U3,{'O1O2O3O4O5U4U2O6U3U1U6U5'},"[-4, -2, 1, 1, 2, 2, 0, 1, 3, 3, 5, 0, 1, 1, 2, 0, 0, 0, 1, 1, -1]",['6.387'],-128*K1**4*K2**2 + 544*K1**4*K2 - 1040*K1**4 + 96*K1**3*K2*K3 - 384*K1**3*K3 + 576*K1**2*K2**3 - 3872*K1**2*K2**2 + 64*K1**2*K2*K3**2 - 128*K1**2*K2*K4 + 6280*K1**2*K2 - 384*K1**2*K3**2 - 32*K1**2*K3*K5 - 5320*K1**2 + 608*K1*K2**3*K3 - 1408*K1*K2**2*K3 - 224*K1*K2**2*K5 + 64*K1*K2*K3**3 - 288*K1*K2*K3*K4 + 6216*K1*K2*K3 + 1088*K1*K3*K4 + 232*K1*K4*K5 + 24*K1*K5*K6 - 64*K2**6 + 192*K2**4*K4 - 1200*K2**4 + 32*K2**3*K3*K5 - 64*K2**3*K6 - 800*K2**2*K3**2 - 128*K2**2*K4**2 + 1680*K2**2*K4 - 32*K2**2*K5**2 - 8*K2**2*K6**2 - 4060*K2**2 - 32*K2*K3**2*K4 - 32*K2*K3*K4*K5 + 856*K2*K3*K5 + 104*K2*K4*K6 + 40*K2*K5*K7 + 8*K2*K6*K8 - 48*K3**4 + 72*K3**2*K6 - 2320*K3**2 + 16*K3*K4*K7 - 758*K4**2 - 320*K5**2 - 60*K6**2 - 16*K7**2 - 2*K8**2 + 4358,['6.387'],t^{7} + 83 t^{5} + 67 t^{3} + 4 t,['6.387'],"['6.17115', '6.17357', '6.20578', '6.21985', '6.23506', '6.23845', '6.28040', '6.29497', '6.35651', '6.36089', '6.39454', '6.41653', '6.43012', '6.43323', '6.46038', '6.47704', '6.55254', '6.55505', '6.57444', '6.58613', '6.59656', '6.60004', '6.62115', '6.63083', '6.65052', '6.65248', '6.66980', '6.67843', '6.68314', '6.68463', '6.69595', '6.70286']"
6.388,O1O2O3O4O5U4U2O6U3U5U1U6,"[0, 0, 0]",O1O2O3O4O5U6U5U1U3O6U4U2,O1O2O3O4U3U5U1U6U2O6O5U4,O1O2O3O4U1O5O6U3U6U4U5U2,{'O1O2O3O4O5U4U2O6U3U5U1U6'},"[-3, -2, 1, 1, 1, 2, 0, 1, 2, 3, 3, 0, 1, 2, 1, 0, -1, -1, 0, 0, 1]",['6.388'],-192*K1**6 - 128*K1**4*K2**2 + 1344*K1**4*K2 - 5168*K1**4 + 448*K1**3*K2*K3 - 1376*K1**3*K3 - 192*K1**2*K2**4 + 480*K1**2*K2**3 + 192*K1**2*K2**2*K4 - 7472*K1**2*K2**2 + 64*K1**2*K2*K3**2 - 672*K1**2*K2*K4 + 12288*K1**2*K2 - 1392*K1**2*K3**2 - 128*K1**2*K3*K5 - 48*K1**2*K4**2 - 5876*K1**2 + 320*K1*K2**3*K3 - 864*K1*K2**2*K3 - 96*K1*K2**2*K5 + 64*K1*K2*K3**3 - 480*K1*K2*K3*K4 + 9728*K1*K2*K3 - 32*K1*K3**2*K5 + 1760*K1*K3*K4 + 288*K1*K4*K5 - 32*K2**6 + 64*K2**4*K4 - 1616*K2**4 - 784*K2**2*K3**2 - 56*K2**2*K4**2 + 1904*K2**2*K4 - 4956*K2**2 + 704*K2*K3*K5 + 24*K2*K4*K6 - 64*K3**4 + 32*K3**2*K6 - 2576*K3**2 - 808*K4**2 - 172*K5**2 - 4*K6**2 + 5478,['6.388'],t^{7} + 68 t^{5} + 48 t^{3} + 7 t,['6.388'],"['6.11485', '6.11789', '6.12804', '6.13140', '6.17041', '6.17282', '6.20871', '6.20948', '6.22279', '6.22358', '6.23764', '6.28341', '6.31244', '6.31593', '6.32813', '6.35552', '6.36001', '6.39965', '6.40110', '6.42039', '6.42959', '6.43254', '6.46503', '6.46628', '6.52238', '6.53072', '6.53389', '6.55448', '6.58861', '6.59929', '6.64405', '6.69725']"
6.389,O1O2O3O4O5U4U2O6U5U1U6U3,"[0, 0, 0]",O1O2O3O4O5U3U6U5U1O6U4U2,O1O2O3O4U2U5U4U6U1O6O5U3,O1O2O3O4U2O5O6U4U6U1U5U3,{'O1O2O3O4O5U4U2O6U5U1U6U3'},"[-2, -2, -1, 1, 2, 2, -1, -1, 2, 2, 3, 0, 2, 1, 2, 1, 1, 1, 1, 0, -1]","['6.389', '7.33541']",-192*K1**4*K2**2 + 512*K1**4*K2 - 928*K1**4 + 96*K1**3*K2*K3 + 32*K1**3*K3*K4 + 448*K1**2*K2**3 - 3792*K1**2*K2**2 - 576*K1**2*K2*K4 + 5016*K1**2*K2 - 160*K1**2*K3**2 - 144*K1**2*K4**2 - 3776*K1**2 + 224*K1*K2**3*K3 + 128*K1*K2**2*K3*K4 - 192*K1*K2**2*K3 - 32*K1*K2*K3*K4 + 3648*K1*K2*K3 + 832*K1*K3*K4 + 136*K1*K4*K5 - 32*K2**6 + 64*K2**4*K4 - 592*K2**4 - 272*K2**2*K3**2 - 176*K2**2*K4**2 + 912*K2**2*K4 - 2518*K2**2 + 104*K2*K3*K5 + 48*K2*K4*K6 - 1056*K3**2 - 564*K4**2 - 56*K5**2 - 2*K6**2 + 2858,['6.389'],t^{7} + 51 t^{5} + 34 t^{3} + 5 t,['6.389'],"['6.11284', '6.11362', '6.12545', '6.12656', '6.18367', '6.18706', '6.24813', '6.25272', '6.30966', '6.31091', '6.32144', '6.32263', '6.36995', '6.37446', '6.44174', '6.44494', '6.52036', '6.52123', '6.52879', '6.52944', '6.56139', '6.56366', '6.60658', '6.61005', '6.63657', '6.63702', '6.64085', '6.64130', '6.65793', '6.66050', '6.68792', '6.69001']"
6.390,O1O2O3O4O5U4U2O6U5U3U1U6,"[0, 0, 0]",O1O2O3O4O5U6U5U3U1O6U4U2,O1O2O3O4U5U6U1O6U2O5U3U4,O1O2O3O4U1O5O6U4U6U3U5U2,"{'O1O2O3O4U3O5U2O6U4U5U1U6', 'O1O2O3U2O4U1O5O6U3U4U5U6', 'O1O2O3O4O5U4U2O6U5U3U1U6', 'O1O2O3O4U3U1O5O6U4U2U5U6'}","[-3, -1, 0, 1, 1, 2, 1, 1, 1, 3, 3, 0, 0, 1, 1, 0, 0, 0, -1, -1, 1]",['6.390'],-128*K1**6 - 128*K1**4*K2**2 + 288*K1**4*K2 - 224*K1**4 + 64*K1**3*K2*K3 - 192*K1**2*K2**2 + 304*K1**2*K2 - 116*K1**2 + 168*K1*K2*K3 + 40*K1*K3*K4 + 8*K1*K4*K5 - 24*K2**4 - 16*K2**2*K3**2 - 8*K2**2*K4**2 + 48*K2**2*K4 - 174*K2**2 + 24*K2*K3*K5 + 8*K2*K4*K6 - 80*K3**2 - 42*K4**2 - 12*K5**2 - 2*K6**2 + 192,['6.390'],t^{7} + 56 t^{5} + 21 t^{3},['6.390'],"['6.11057', '6.11135', '6.11563', '6.11902', '6.12219', '6.12326', '6.13216', '6.19239', '6.19331', '6.19534', '6.19624', '6.19987', '6.21159', '6.22395', '6.22715', '6.26049', '6.26095', '6.26517', '6.26876', '6.27014', '6.28431', '6.28638', '6.30626', '6.30721', '6.31352', '6.31364', '6.31762', '6.31928', '6.32526', '6.32925', '6.34759', '6.38113', '6.38422', '6.38873', '6.40142', '6.40157', '6.40428', '6.42923', '6.44638', '6.44749', '6.45167', '6.45306', '6.45638', '6.46663', '6.52336', '6.52598', '6.52810', '6.55190', '6.56793', '6.58215', '6.59569', '6.61293', '6.62386', '6.66278', '6.66501', '6.69151']"
6.391,O1O2O3O4O5U4U2O6U5U6U1U3,"[0, 0, 0]",O1O2O3O4O5U3U5U6U1O6U4U2,O1O2O3O4U3U5U4U6U1O6O5U2,O1O2O3O4U3O5O6U4U6U1U5U2,{'O1O2O3O4O5U4U2O6U5U6U1U3'},"[-2, -1, -1, 1, 1, 2, -1, 0, 1, 2, 2, 1, 1, 1, 1, 1, 1, 2, -1, 0, 1]",['6.391'],1952*K1**4*K2 - 5024*K1**4 + 832*K1**3*K2*K3 - 1472*K1**3*K3 - 128*K1**2*K2**4 + 416*K1**2*K2**3 + 128*K1**2*K2**2*K4 - 5648*K1**2*K2**2 - 608*K1**2*K2*K4 + 9744*K1**2*K2 - 1344*K1**2*K3**2 - 128*K1**2*K4**2 - 4648*K1**2 + 320*K1*K2**3*K3 - 1024*K1*K2**2*K3 - 32*K1*K2**2*K5 - 320*K1*K2*K3*K4 + 7320*K1*K2*K3 + 1736*K1*K3*K4 + 216*K1*K4*K5 - 32*K2**6 + 64*K2**4*K4 - 496*K2**4 - 304*K2**2*K3**2 - 48*K2**2*K4**2 + 856*K2**2*K4 - 4110*K2**2 + 248*K2*K3*K5 + 16*K2*K4*K6 - 2148*K3**2 - 600*K4**2 - 84*K5**2 - 2*K6**2 + 4350,['6.391'],t^{7} + 34 t^{5} + 40 t^{3} + 5 t,['6.391'],"['6.4358', '6.4389', '6.5676', '6.5707', '6.7741', '6.7772', '6.9219', '6.9250', '6.10474', '6.10547', '6.10642', '6.10693', '6.10724', '6.10829', '6.14626', '6.15326', '6.15453', '6.16245', '6.17995', '6.24433', '6.30161', '6.30234', '6.30329', '6.30456', '6.33960', '6.34365', '6.34421', '6.43860', '6.50428', '6.50458', '6.54214', '6.63434']"
6.392,O1O2O3O4O5U4U3O6U1U2U6U5,"[0, 0, 0]",O1O2O3O4O5U1U6U4U5O6U3U2,O1O2O3O4U1U2U5U6U4O6O5U3,O1O2O3O4U2O5O6U1U6U5U3U4,{'O1O2O3O4O5U4U3O6U1U2U6U5'},"[-4, -2, 1, 1, 1, 3, 0, 1, 2, 4, 5, 0, 0, 1, 2, 0, 0, 0, 0, 0, 1]",['6.392'],-768*K1**2*K2**4 - 128*K1**2*K2**3*K4 + 1472*K1**2*K2**3 - 3808*K1**2*K2**2 - 320*K1**2*K2*K4 + 3600*K1**2*K2 - 3224*K1**2 - 128*K1*K2**3*K3*K4 + 1792*K1*K2**3*K3 + 256*K1*K2**2*K3*K4 - 1216*K1*K2**2*K3 + 224*K1*K2**2*K4*K5 - 576*K1*K2**2*K5 - 512*K1*K2*K3*K4 + 4352*K1*K2*K3 - 32*K1*K2*K4*K5 + 560*K1*K3*K4 + 376*K1*K4*K5 + 8*K1*K5*K6 - 128*K2**6 - 32*K2**4*K4**2 + 544*K2**4*K4 - 2480*K2**4 + 160*K2**3*K3*K5 + 32*K2**3*K4*K6 - 64*K2**3*K6 - 1248*K2**2*K3**2 - 504*K2**2*K4**2 + 2416*K2**2*K4 - 224*K2**2*K5**2 - 8*K2**2*K6**2 - 1886*K2**2 + 1080*K2*K3*K5 + 120*K2*K4*K6 + 32*K2*K5*K7 - 1400*K3**2 - 762*K4**2 - 328*K5**2 - 18*K6**2 + 2768,['6.392'],t^{7} + 84 t^{5} + 120 t^{3} + 11 t,['6.392'],"['6.17031', '6.17273', '6.20561', '6.21964', '6.23460', '6.23756', '6.28018', '6.29482', '6.35532', '6.35982', '6.39430', '6.41626', '6.42944', '6.43239', '6.46010', '6.47682', '6.55211', '6.55445', '6.57434', '6.58603', '6.59609', '6.59927', '6.62102', '6.63077', '6.65014', '6.65220', '6.66971', '6.67833', '6.68287', '6.68439', '6.69584', '6.70279']"
6.393,O1O2O3O4O5U4U3O6U1U5U6U2,"[0, 0, 0]",O1O2O3O4O5U4U6U1U5O6U3U2,O1O2O3O4U1U4U5U6U2O6O5U3,O1O2O3O4U2O5O6U3U6U5U1U4,{'O1O2O3O4O5U4U3O6U1U5U6U2'},"[-3, -1, 2, 2, 0, 2, 3, 1, 2, -1]","['6.393', '7.20681']",1408*K1**4*K2 - 2528*K1**4 - 736*K1**3*K3 - 1952*K1**2*K2**2 - 704*K1**2*K2*K4 + 4536*K1**2*K2 - 64*K1**2*K3**2 - 288*K1**2*K3*K5 - 160*K1**2*K4**2 - 3216*K1**2 + 64*K1*K2**3*K3 + 160*K1*K2**2*K3*K4 - 224*K1*K2**2*K3 - 256*K1*K2*K3*K4 + 3088*K1*K2*K3 - 160*K1*K2*K4*K5 + 1792*K1*K3*K4 + 864*K1*K4*K5 + 80*K1*K5*K6 - 32*K2**4 - 192*K2**2*K3**2 - 232*K2**2*K4**2 + 1056*K2**2*K4 - 2950*K2**2 + 664*K2*K3*K5 + 272*K2*K4*K6 - 1608*K3**2 - 1340*K4**2 - 568*K5**2 - 98*K6**2 + 3322,['6.393'],t^{5} + 37 t^{3} + 13 t,"['6.393', '7.20681']","['6.10143', '6.10206', '6.10349', '6.10430', '6.16680', '6.19083', '6.19128', '6.19267', '6.19561', '6.22993', '6.23110', '6.25708', '6.25753', '6.26078', '6.26454', '6.29926', '6.29979', '6.30083', '6.34990', '6.35113', '6.37812', '6.37869', '6.42560', '6.44668', '6.51627', '6.51732', '6.54902', '6.56598', '6.59325', '6.64870', '6.66192', '6.66222']"
6.394,O1O2O3O4O5U4U3O6U1U6U2U5,"[0, 0, 0]",O1O2O3O4O5U1U4U6U5O6U3U2,O1O2O3O4U1U3U5U6U4O6O5U2,O1O2O3O4U3O5O6U1U6U5U2U4,{'O1O2O3O4O5U4U3O6U1U6U2U5'},"[-4, -1, 0, 1, 1, 3, 0, 3, 1, 2, 5, 0, 0, 0, 1, 0, 0, 2, 0, 0, 0]",['6.394'],-1392*K1**4 + 384*K1**3*K2*K3 + 160*K1**3*K3*K4 - 288*K1**3*K3 - 1696*K1**2*K2**2 - 1120*K1**2*K2*K4 + 3984*K1**2*K2 - 1616*K1**2*K3**2 - 160*K1**2*K3*K5 - 608*K1**2*K4**2 - 3900*K1**2 + 64*K1*K2**3*K3 + 224*K1*K2**2*K3*K4 - 544*K1*K2**2*K3 - 128*K1*K2*K3*K4 + 5304*K1*K2*K3 - 128*K1*K2*K4*K5 + 64*K1*K3**3*K4 + 3776*K1*K3*K4 + 520*K1*K4*K5 - 32*K2**4 - 384*K2**2*K3**2 - 392*K2**2*K4**2 + 1168*K2**2*K4 - 3174*K2**2 - 96*K2*K3**2*K4 + 392*K2*K3*K5 + 272*K2*K4*K6 - 160*K3**4 - 240*K3**2*K4**2 + 96*K3**2*K6 - 2464*K3**2 + 128*K3*K4*K7 - 8*K4**4 + 8*K4**2*K8 - 1512*K4**2 - 160*K5**2 - 26*K6**2 - 12*K7**2 - 2*K8**2 + 3696,['6.394'],t^{7} + 72 t^{5} + 88 t^{3} + 7 t,['6.394'],"['6.10150', '6.10221', '6.10366', '6.10439', '6.16699', '6.19071', '6.19118', '6.19250', '6.19543', '6.23012', '6.23131', '6.25696', '6.25743', '6.26060', '6.26437', '6.29933', '6.29994', '6.30092', '6.34999', '6.35126', '6.37794', '6.37854', '6.42568', '6.44657', '6.51634', '6.51739', '6.54910', '6.56588', '6.59334', '6.64875', '6.66188', '6.66219']"
6.395,O1O2O3O4O5U4U3O6U1U6U5U2,"[0, 0, 0]",O1O2O3O4O5U4U1U6U5O6U3U2,O1O2O3O4U1U4U5U6U3O6O5U2,O1O2O3O4U3O5O6U2U6U5U1U4,{'O1O2O3O4O5U4U3O6U1U6U5U2'},"[-3, -1, -1, 1, 1, 3, 0, 0, 1, 3, 4, 0, 0, 1, 1, 0, 1, 2, 0, 0, 2]",['6.395'],1888*K1**4*K2 - 4544*K1**4 + 800*K1**3*K2*K3 - 1152*K1**3*K3 - 128*K1**2*K2**4 + 480*K1**2*K2**3 + 128*K1**2*K2**2*K4 - 4608*K1**2*K2**2 - 416*K1**2*K2*K4 + 7904*K1**2*K2 - 1536*K1**2*K3**2 - 160*K1**2*K3*K5 - 384*K1**2*K4**2 - 4072*K1**2 + 224*K1*K2**3*K3 - 1120*K1*K2**2*K3 - 64*K1*K2**2*K5 - 608*K1*K2*K3*K4 - 32*K1*K2*K3*K6 + 6464*K1*K2*K3 - 96*K1*K2*K4*K5 + 2600*K1*K3*K4 + 904*K1*K4*K5 + 64*K1*K5*K6 - 32*K2**6 + 32*K2**4*K4 - 560*K2**4 - 384*K2**2*K3**2 - 112*K2**2*K4**2 + 1296*K2**2*K4 - 3950*K2**2 - 64*K2*K3**2*K4 + 784*K2*K3*K5 + 200*K2*K4*K6 + 32*K3**2*K6 - 2424*K3**2 - 1256*K4**2 - 480*K5**2 - 74*K6**2 + 4454,['6.395'],t^{7} + 59 t^{5} + 43 t^{3} + 5 t,['6.395'],"['6.10527', '6.10534', '6.10614', '6.10629', '6.10801', '6.10818', '6.10902', '6.10911', '6.19018', '6.19039', '6.19087', '6.19099', '6.19132', '6.19144', '6.25536', '6.25555', '6.25631', '6.25652', '6.25755', '6.25767', '6.30208', '6.30215', '6.30293', '6.30308', '6.30420', '6.30437', '6.37728', '6.37741', '6.56507', '6.56520', '6.66171', '6.66176']"
6.396,O1O2O3O4O5U4U3O6U2U1U5U6,"[0, 0, 0]",O1O2O3O4O5U6U1U5U4O6U3U2,O1O2O3O4U2U1U5U6U3O6O5U4,O1O2O3O4U1O5O6U2U6U5U4U3,{'O1O2O3O4O5U4U3O6U2U1U5U6'},"[-3, -3, 1, 1, 2, 2, -1, 1, 2, 3, 4, 1, 1, 2, 3, 0, 0, 0, 0, 0, 0]",['6.396'],1152*K1**4*K2 - 2560*K1**4 - 384*K1**3*K3 - 2016*K1**2*K2**2 - 576*K1**2*K2*K4 + 3920*K1**2*K2 - 608*K1**2*K3**2 - 448*K1**2*K3*K5 - 320*K1**2*K4**2 - 2672*K1**2 - 96*K1*K2**2*K3 - 288*K1*K2**2*K5 - 64*K1*K2*K3*K4 - 128*K1*K2*K3*K6 + 3424*K1*K2*K3 + 2120*K1*K3*K4 + 1040*K1*K4*K5 + 40*K1*K5*K6 - 128*K2**4 - 96*K2**2*K3**2 - 32*K2**2*K4**2 + 688*K2**2*K4 - 2376*K2**2 + 664*K2*K3*K5 + 104*K2*K4*K6 + 48*K3**2*K6 - 1616*K3**2 - 1104*K4**2 - 536*K5**2 - 56*K6**2 + 2902,['6.396'],t^{7} + 74 t^{5} + 33 t^{3} + 3 t,['6.396'],"['6.20033', '6.20114', '6.21310', '6.21392', '6.27086', '6.27198', '6.28787', '6.28880', '6.38481', '6.38608', '6.40676', '6.40794', '6.45369', '6.45480', '6.47130', '6.47216', '6.56838', '6.56927', '6.57972', '6.58061', '6.61354', '6.61473', '6.62528', '6.62621', '6.66556', '6.66635', '6.67347', '6.67420', '6.69201', '6.69271', '6.69949', '6.70010']"
