name,gcode,bsMtxNoSrt,primMatrix,isPrim,phi,phi_sym,inPoly,outPoly,inv_phi,bar_phi,invbar_phi,sym_type,mFilling(w/Gcode),genus,arrowpoly,cable_arr_poly
6.1,O1O2O3O4O5O6U1U2U3U4U6U5,"[[ 0 -5 -3 -1  1  4  4]
 [ 5  0  1  2  3  5  4]
 [ 3 -1  0  1  2  4  3]
 [ 1 -2 -1  0  1  3  2]
 [-1 -3 -2 -1  0  2  1]
 [-4 -5 -4 -3 -2  0  0]
 [-4 -4 -3 -2 -1  0  0]]","[[ 0  4  4  1 -1 -3 -5]
 [-4  0  0 -1 -2 -3 -4]
 [-4  0  0 -2 -3 -4 -5]
 [-1  1  2  0 -1 -2 -3]
 [ 1  2  3  1  0 -1 -2]
 [ 3  3  4  2  1  0 -1]
 [ 5  4  5  3  2  1  0]]",True,"[-4, -4, -1, 1, 3, 5, 0, 1, 2, 3, 4, 2, 3, 4, 5, 1, 2, 3, 1, 2, 1]","[-5, -3, -1, 1, 4, 4, 1, 2, 3, 4, 5, 1, 2, 3, 4, 1, 2, 3, 1, 2, 0]",t^{6} + 104 t^{4} + 20 t^{2},t^{7} + 172 t^{5} + 124 t^{3},"[-5, -3, -1, 1, 4, 4, 1, 2, 3, 4, 5, 1, 2, 3, 4, 1, 2, 3, 1, 2, 0]","[-4, -4, -1, 1, 3, 5, 0, 1, 2, 3, 4, 2, 3, 4, 5, 1, 2, 3, 1, 2, 1]","[-5, -3, -1, 1, 4, 4, 1, 2, 3, 4, 5, 1, 2, 3, 4, 1, 2, 3, 1, 2, 0]","[0, 1, 0]","[[{1, 6}, {2, 5}, {3, 4}], [{2, 6}, {1, 5}, {3, 4}], [{5, 6}, {1, 4}, {2, 3}], [{5, 6}, {1, 4}, {3}, {2}], [{5, 6}, {2, 4}, {1, 3}], [{5, 6}, {2, 4}, {3}, {1}], [{5, 6}, {3, 4}, {1, 2}], [{5, 6}, {3, 4}, {2}, {1}], [{5, 6}, {4}, {1, 3}, {2}], [{5, 6}, {4}, {2, 3}, {1}], [{5, 6}, {4}, {3}, {1, 2}], [{5, 6}, {4}, {3}, {2}, {1}]]",1,- 8 K_1^3 K_2 + 4 K_1^3 + 4 K_1^2 K_3 + 1,-2048*K1**2*K2**6 + 768*K1**2*K2**5 - 256*K1**2*K2**4 - 640*K1**2*K2**2 + 336*K1**2*K2 - 464*K1**2 + 1024*K1*K2**7*K3 + 1536*K1*K2**5*K3 + 256*K1*K2**3*K3 + 960*K1*K2*K3 + 64*K1*K3*K4 + 64*K1*K4*K5 - 512*K2**8 - 1024*K2**6*K3**2 - 128*K2**6*K4**2 + 128*K2**6*K4 + 160*K2**6 + 256*K2**5*K3*K5 + 128*K2**5*K4*K6 - 256*K2**4*K3**2 - 64*K2**4*K4**2 - 32*K2**4*K6**2 + 192*K2**4 - 256*K2**2*K3**2 - 32*K2**2*K4**2 + 32*K2**2*K4 - 280*K2**2 + 112*K2*K3*K5 + 32*K2*K4*K6 - 376*K3**2 - 80*K4**2 - 56*K5**2 - 8*K6**2 + 462
6.2,O1O2O3O4O5O6U1U2U3U5U6U4,"[[ 0 -5 -3 -1  3  2  4]
 [ 5  0  1  2  5  3  4]
 [ 3 -1  0  1  4  2  3]
 [ 1 -2 -1  0  3  1  2]
 [-3 -5 -4 -3  0 -1  1]
 [-2 -3 -2 -1  1  0  1]
 [-4 -4 -3 -2 -1 -1  0]]","[[ 0  4  3  2 -1 -3 -5]
 [-4  0 -1 -1 -2 -3 -4]
 [-3  1  0 -1 -3 -4 -5]
 [-2  1  1  0 -1 -2 -3]
 [ 1  2  3  1  0 -1 -2]
 [ 3  3  4  2  1  0 -1]
 [ 5  4  5  3  2  1  0]]",True,"[-4, -3, -2, 1, 3, 5, 1, 1, 2, 3, 4, 1, 3, 4, 5, 1, 2, 3, 1, 2, 1]","[-5, -3, -1, 2, 3, 4, 1, 2, 3, 5, 4, 1, 2, 4, 3, 1, 3, 2, 1, 1, 1]",t^{6} + 102 t^{4} + 35 t^{2},t^{7} + 166 t^{5} + 210 t^{3} + 6 t,"[-5, -3, -1, 2, 3, 4, 1, 2, 4, 3, 5, 1, 3, 2, 4, 2, 1, 3, 0, 1, 0]","[-4, -3, -2, 1, 3, 5, 0, 1, 3, 4, 5, 0, 1, 2, 3, 2, 3, 4, 1, 2, 1]","[-5, -3, -1, 2, 3, 4, 1, 2, 3, 5, 4, 1, 2, 4, 3, 1, 3, 2, 1, 1, 1]","[0, 0, 0]","[[{1, 6}, {2, 5}, {3, 4}], [{1, 6}, {2, 5}, {4}, {3}], [{1, 6}, {3, 5}, {2, 4}], [{1, 6}, {3, 5}, {4}, {2}], [{1, 6}, {4, 5}, {2, 3}], [{1, 6}, {4, 5}, {3}, {2}], [{1, 6}, {5}, {2, 4}, {3}], [{1, 6}, {5}, {3, 4}, {2}], [{1, 6}, {5}, {4}, {2, 3}], [{2, 6}, {1, 5}, {3, 4}], [{2, 6}, {1, 5}, {4}, {3}], [{2, 6}, {3, 5}, {1, 4}], [{2, 6}, {3, 5}, {4}, {1}], [{2, 6}, {4, 5}, {1, 3}], [{2, 6}, {4, 5}, {3}, {1}], [{2, 6}, {5}, {1, 4}, {3}], [{2, 6}, {5}, {3, 4}, {1}], [{2, 6}, {5}, {4}, {1, 3}], [{3, 6}, {1, 5}, {2, 4}], [{3, 6}, {1, 5}, {4}, {2}], [{3, 6}, {2, 5}, {1, 4}], [{3, 6}, {2, 5}, {4}, {1}], [{3, 6}, {4, 5}, {1, 2}], [{3, 6}, {4, 5}, {2}, {1}], [{3, 6}, {5}, {1, 4}, {2}], [{3, 6}, {5}, {2, 4}, {1}], [{3, 6}, {5}, {4}, {1, 2}], [{4, 6}, {1, 5}, {2, 3}], [{4, 6}, {1, 5}, {3}, {2}], [{4, 6}, {2, 5}, {1, 3}], [{4, 6}, {2, 5}, {3}, {1}], [{4, 6}, {3, 5}, {1, 2}], [{4, 6}, {3, 5}, {2}, {1}], [{4, 6}, {5}, {1, 3}, {2}], [{4, 6}, {5}, {2, 3}, {1}], [{4, 6}, {5}, {3}, {1, 2}], [{4, 6}, {5}, {3}, {2}, {1}], [{5, 6}, {1, 4}, {2, 3}], [{5, 6}, {1, 4}, {3}, {2}], [{5, 6}, {2, 4}, {1, 3}], [{5, 6}, {2, 4}, {3}, {1}], [{5, 6}, {3, 4}, {1, 2}], [{5, 6}, {3, 4}, {2}, {1}], [{5, 6}, {4}, {1, 3}, {2}], [{5, 6}, {4}, {2, 3}, {1}], [{5, 6}, {4}, {3}, {1, 2}], [{5, 6}, {4}, {3}, {2}, {1}], [{6}, {1, 5}, {2, 4}, {3}], [{6}, {1, 5}, {3, 4}, {2}], [{6}, {1, 5}, {4}, {2, 3}], [{6}, {2, 5}, {1, 4}, {3}], [{6}, {2, 5}, {3, 4}, {1}], [{6}, {2, 5}, {4}, {1, 3}], [{6}, {3, 5}, {1, 4}, {2}], [{6}, {3, 5}, {2, 4}, {1}], [{6}, {3, 5}, {4}, {1, 2}], [{6}, {4, 5}, {1, 3}, {2}], [{6}, {4, 5}, {2, 3}, {1}], [{6}, {4, 5}, {3}, {1, 2}], [{6}, {4, 5}, {3}, {2}, {1}], [{6}, {5}, {1, 4}, {2, 3}], [{6}, {5}, {2, 4}, {1, 3}], [{6}, {5}, {3, 4}, {1, 2}], [{6}, {5}, {4}, {1, 3}, {2}]]",2,- 8 K_1^4 - 8 K_1^3 K_2 + 16 K_1^3 + 4 K_1^2 K_2 + 4 K_1^2 K_3 + 2 K_1^2 - 6 K_1 K_2 - 6 K_1 + K_2 + 2,-384*K1**4 - 512*K1**2*K2**6 + 1664*K1**2*K2**5 - 5376*K1**2*K2**4 - 128*K1**2*K2**3*K4 + 4064*K1**2*K2**3 - 5312*K1**2*K2**2 - 256*K1**2*K2*K4 + 3664*K1**2*K2 - 32*K1**2*K3**2 - 2236*K1**2 + 2560*K1*K2**5*K3 + 128*K1*K2**4*K3*K4 - 1408*K1*K2**4*K3 - 384*K1*K2**4*K5 + 4192*K1*K2**3*K3 + 224*K1*K2**2*K3*K4 - 864*K1*K2**2*K3 - 192*K1*K2**2*K5 - 32*K1*K2*K3*K4 + 3080*K1*K2*K3 + 240*K1*K3*K4 + 8*K1*K4*K5 - 128*K2**8 - 512*K2**6*K3**2 - 128*K2**6*K4**2 + 512*K2**6*K4 - 3264*K2**6 + 256*K2**5*K3*K5 + 128*K2**5*K4*K6 - 128*K2**5*K6 - 1152*K2**4*K3**2 - 480*K2**4*K4**2 + 2336*K2**4*K4 - 32*K2**4*K6**2 - 1592*K2**4 + 224*K2**3*K3*K5 + 224*K2**3*K4*K6 - 64*K2**3*K6 - 1072*K2**2*K3**2 - 568*K2**2*K4**2 + 1600*K2**2*K4 - 32*K2**2*K6**2 + 88*K2**2 + 184*K2*K3*K5 + 120*K2*K4*K6 - 624*K3**2 - 326*K4**2 - 12*K5**2 - 8*K6**2 + 1740
6.3,O1O2O3O4O5O6U1U2U3U6U5U4,"[[ 0 -5 -3 -1  3  3  3]
 [ 5  0  1  2  5  4  3]
 [ 3 -1  0  1  4  3  2]
 [ 1 -2 -1  0  3  2  1]
 [-3 -5 -4 -3  0  0  0]
 [-3 -4 -3 -2  0  0  0]
 [-3 -3 -2 -1  0  0  0]]","[[ 0  3  3  3 -1 -3 -5]
 [-3  0  0  0 -1 -2 -3]
 [-3  0  0  0 -2 -3 -4]
 [-3  0  0  0 -3 -4 -5]
 [ 1  1  2  3  0 -1 -2]
 [ 3  2  3  4  1  0 -1]
 [ 5  3  4  5  2  1  0]]",True,"[-3, -3, -3, 1, 3, 5, 0, 0, 1, 2, 3, 0, 2, 3, 4, 3, 4, 5, 1, 2, 1]","[-5, -3, -1, 3, 3, 3, 1, 2, 3, 4, 5, 1, 2, 3, 4, 1, 2, 3, 0, 0, 0]",t^{6} + 99 t^{4} + 36 t^{2},t^{7} + 161 t^{5} + 246 t^{3},"[-5, -3, -1, 3, 3, 3, 1, 2, 3, 4, 5, 1, 2, 3, 4, 1, 2, 3, 0, 0, 0]","[-3, -3, -3, 1, 3, 5, 0, 0, 1, 2, 3, 0, 2, 3, 4, 3, 4, 5, 1, 2, 1]","[-5, -3, -1, 3, 3, 3, 1, 2, 3, 4, 5, 1, 2, 3, 4, 1, 2, 3, 0, 0, 0]","[0, 1, 0]","[[{1, 6}, {2, 5}, {3, 4}], [{3, 6}, {2, 5}, {1, 4}], [{4, 6}, {1, 5}, {2, 3}], [{4, 6}, {1, 5}, {3}, {2}], [{4, 6}, {2, 5}, {1, 3}], [{4, 6}, {2, 5}, {3}, {1}], [{4, 6}, {3, 5}, {1, 2}], [{4, 6}, {3, 5}, {2}, {1}], [{4, 6}, {5}, {1, 3}, {2}], [{4, 6}, {5}, {2, 3}, {1}], [{4, 6}, {5}, {3}, {1, 2}], [{4, 6}, {5}, {3}, {2}, {1}]]",1,- 8 K_1^3 K_2 + 8 K_1^3 + 4 K_1 K_2^2 - 2 K_1 K_2 - 3 K_1 + K_3 + 1,-256*K1**2*K2**2 + 288*K1**2*K2 - 64*K1**2*K4**2 - 520*K1**2 + 480*K1*K2*K3 + 288*K1*K3*K4 + 144*K1*K4*K5 - 128*K2**6*K4**2 + 768*K2**6*K4 - 1408*K2**6 + 128*K2**4*K4**3 - 832*K2**4*K4**2 + 1152*K2**4*K4 - 256*K2**4 + 192*K2**3*K4*K6 - 32*K2**2*K4**4 + 64*K2**2*K4**3 - 552*K2**2*K4**2 + 744*K2**2*K4 - 278*K2**2 + 96*K2*K3*K5 + 136*K2*K4*K6 - 352*K3**2 - 16*K4**4 - 396*K4**2 - 104*K5**2 - 2*K6**2 + 714
6.4,O1O2O3O4O5O6U1U2U4U3U6U5,"[[ 0 -5 -3  0  0  4  4]
 [ 5  0  1  3  2  5  4]
 [ 3 -1  0  2  1  4  3]
 [ 0 -3 -2  0  0  3  2]
 [ 0 -2 -1  0  0  2  1]
 [-4 -5 -4 -3 -2  0  0]
 [-4 -4 -3 -2 -1  0  0]]","[[ 0  4  4  0  0 -3 -5]
 [-4  0  0 -1 -2 -3 -4]
 [-4  0  0 -2 -3 -4 -5]
 [ 0  1  2  0  0 -1 -2]
 [ 0  2  3  0  0 -2 -3]
 [ 3  3  4  1  2  0 -1]
 [ 5  4  5  2  3  1  0]]",True,"[-4, -4, 0, 0, 3, 5, 0, 1, 2, 3, 4, 2, 3, 4, 5, 0, 1, 2, 2, 3, 1]","[-5, -3, 0, 0, 4, 4, 1, 2, 3, 4, 5, 1, 2, 3, 4, 0, 1, 2, 2, 3, 0]",t^{6} + 103 t^{4} + 27 t^{2} + 1,t^{7} + 169 t^{5} + 131 t^{3} + 7 t,"[-5, -3, 0, 0, 4, 4, 1, 2, 3, 4, 5, 1, 2, 3, 4, 0, 1, 2, 2, 3, 0]","[-4, -4, 0, 0, 3, 5, 0, 1, 2, 3, 4, 2, 3, 4, 5, 0, 1, 2, 2, 3, 1]","[-5, -3, 0, 0, 4, 4, 1, 2, 3, 4, 5, 1, 2, 3, 4, 0, 1, 2, 2, 3, 0]","[0, 1, 0]","[[{1, 6}, {2, 5}, {3, 4}], [{1, 6}, {2, 5}, {4}, {3}], [{2, 6}, {1, 5}, {3, 4}], [{2, 6}, {1, 5}, {4}, {3}], [{5, 6}, {1, 4}, {2, 3}], [{5, 6}, {2, 4}, {1, 3}], [{5, 6}, {3, 4}, {1, 2}], [{5, 6}, {3, 4}, {2}, {1}], [{5, 6}, {4}, {3}, {1, 2}]]",1,- 2 K_1 K_4 + K_3 + K_5 + 1,-1152*K1**4 + 1536*K1**3*K2*K3 - 1024*K1**2*K2**2*K3**2 - 2624*K1**2*K2**2 - 1600*K1**2*K2*K4 + 3664*K1**2*K2 - 1472*K1**2*K3**2 - 192*K1**2*K3*K5 - 128*K1**2*K4**2 - 3104*K1**2 + 640*K1*K2**3*K3 + 1408*K1*K2**2*K3*K4 - 960*K1*K2**2*K3 - 192*K1*K2**2*K5 + 64*K1*K2**2*K6*K7 + 512*K1*K2*K3**3 - 192*K1*K2*K3*K6 + 4624*K1*K2*K3 - 128*K1*K2*K4*K5 - 64*K1*K2*K4*K7 - 64*K1*K2*K5*K6 + 2560*K1*K3*K4 + 656*K1*K4*K5 + 32*K1*K6*K7 - 2*K10**2 + 8*K10*K2*K8 - 224*K2**4 + 64*K2**3*K3*K5 - 1088*K2**2*K3**2 - 576*K2**2*K4**2 + 1440*K2**2*K4 - 64*K2**2*K5**2 - 32*K2**2*K6**2 - 64*K2**2*K7**2 - 8*K2**2*K8**2 - 2788*K2**2 - 320*K2*K3**2*K4 - 64*K2*K3*K4*K5 + 736*K2*K3*K5 + 384*K2*K4*K6 + 240*K2*K5*K7 + 8*K2*K6*K8 + 16*K2*K7*K9 - 128*K3**4 + 96*K3**2*K6 - 1720*K3**2 + 48*K3*K4*K7 + 16*K3*K5*K8 - 1280*K4**2 - 472*K5**2 - 66*K6**2 - 96*K7**2 - 12*K8**2 + 3146
6.5,O1O2O3O4O5O6U1U2U4U5U6U3,"[[ 0 -5 -3  2  0  2  4]
 [ 5  0  1  5  2  3  4]
 [ 3 -1  0  4  1  2  3]
 [-2 -5 -4  0 -2  0  2]
 [ 0 -2 -1  2  0  1  2]
 [-2 -3 -2  0 -1  0  1]
 [-4 -4 -3 -2 -2 -1  0]]","[[ 0  4  2  2  0 -3 -5]
 [-4  0 -1 -2 -2 -3 -4]
 [-2  1  0  0 -1 -2 -3]
 [-2  2  0  0 -2 -4 -5]
 [ 0  2  1  2  0 -1 -2]
 [ 3  3  2  4  1  0 -1]
 [ 5  4  3  5  2  1  0]]",True,"[-4, -2, -2, 0, 3, 5, 1, 2, 2, 3, 4, 0, 1, 2, 3, 2, 4, 5, 1, 2, 1]","[-5, -3, 0, 2, 2, 4, 1, 2, 3, 5, 4, 1, 2, 4, 3, 1, 2, 2, 0, 1, 2]",t^{6} + 99 t^{4} + 20 t^{2},t^{7} + 157 t^{5} + 172 t^{3} + 6 t,"[-5, -3, 0, 2, 2, 4, 1, 3, 2, 4, 5, 2, 1, 3, 4, 0, 1, 2, 0, 0, 1]","[-4, -2, -2, 0, 3, 5, 0, 1, 2, 4, 5, 0, 0, 1, 2, 1, 3, 4, 2, 3, 1]","[-5, -3, 0, 2, 2, 4, 1, 2, 3, 5, 4, 1, 2, 4, 3, 1, 2, 2, 0, 1, 2]","[0, 0, 0]","[[{1, 6}, {2, 5}, {3, 4}], [{1, 6}, {2, 5}, {4}, {3}], [{1, 6}, {3, 5}, {2, 4}], [{1, 6}, {3, 5}, {4}, {2}], [{1, 6}, {4, 5}, {2, 3}], [{1, 6}, {4, 5}, {3}, {2}], [{1, 6}, {5}, {2, 4}, {3}], [{1, 6}, {5}, {3, 4}, {2}], [{1, 6}, {5}, {4}, {2, 3}], [{2, 6}, {1, 5}, {3, 4}], [{2, 6}, {1, 5}, {4}, {3}], [{2, 6}, {3, 5}, {1, 4}], [{2, 6}, {3, 5}, {4}, {1}], [{2, 6}, {4, 5}, {1, 3}], [{2, 6}, {4, 5}, {3}, {1}], [{2, 6}, {5}, {1, 4}, {3}], [{2, 6}, {5}, {3, 4}, {1}], [{2, 6}, {5}, {4}, {1, 3}], [{3, 6}, {1, 5}, {2, 4}], [{3, 6}, {1, 5}, {4}, {2}], [{3, 6}, {2, 5}, {1, 4}], [{3, 6}, {2, 5}, {4}, {1}], [{3, 6}, {4, 5}, {1, 2}], [{3, 6}, {4, 5}, {2}, {1}], [{3, 6}, {5}, {1, 4}, {2}], [{3, 6}, {5}, {2, 4}, {1}], [{3, 6}, {5}, {4}, {1, 2}], [{4, 6}, {1, 5}, {2, 3}], [{4, 6}, {1, 5}, {3}, {2}], [{4, 6}, {2, 5}, {1, 3}], [{4, 6}, {2, 5}, {3}, {1}], [{4, 6}, {3, 5}, {1, 2}], [{4, 6}, {3, 5}, {2}, {1}], [{4, 6}, {5}, {1, 3}, {2}], [{4, 6}, {5}, {2, 3}, {1}], [{4, 6}, {5}, {3}, {1, 2}], [{4, 6}, {5}, {3}, {2}, {1}], [{5, 6}, {1, 4}, {2, 3}], [{5, 6}, {1, 4}, {3}, {2}], [{5, 6}, {2, 4}, {1, 3}], [{5, 6}, {2, 4}, {3}, {1}], [{5, 6}, {3, 4}, {1, 2}], [{5, 6}, {3, 4}, {2}, {1}], [{5, 6}, {4}, {1, 3}, {2}], [{5, 6}, {4}, {2, 3}, {1}], [{5, 6}, {4}, {3}, {1, 2}], [{6}, {1, 5}, {2, 4}, {3}], [{6}, {1, 5}, {3, 4}, {2}], [{6}, {1, 5}, {4}, {2, 3}], [{6}, {2, 5}, {1, 4}, {3}], [{6}, {2, 5}, {3, 4}, {1}], [{6}, {2, 5}, {4}, {1, 3}], [{6}, {3, 5}, {1, 4}, {2}], [{6}, {3, 5}, {2, 4}, {1}], [{6}, {3, 5}, {4}, {1, 2}], [{6}, {4, 5}, {1, 3}, {2}], [{6}, {4, 5}, {2, 3}, {1}], [{6}, {4, 5}, {3}, {1, 2}], [{6}, {5}, {1, 4}, {2, 3}], [{6}, {5}, {2, 4}, {1, 3}], [{6}, {5}, {3, 4}, {1, 2}], [{6}, {5}, {4}, {1, 3}, {2}], [{6}, {5}, {4}, {2, 3}, {1}], [{6}, {5}, {4}, {3}, {1, 2}]]",2,- 8 K_1^4 - 8 K_1^3 K_2 + 12 K_1^3 + 4 K_1^2 K_2 + 4 K_1^2 K_3 + 4 K_1^2 - 4 K_1 K_2 - 4 K_1 + 1,-32*K1**4 - 64*K1**3*K3 - 512*K1**2*K2**6 + 1024*K1**2*K2**5 - 3840*K1**2*K2**4 - 128*K1**2*K2**3*K4 + 3808*K1**2*K2**3 - 4736*K1**2*K2**2 - 160*K1**2*K2*K4 + 2592*K1**2*K2 - 32*K1**2*K3**2 - 1920*K1**2 + 2688*K1*K2**5*K3 + 256*K1*K2**4*K3*K4 - 1664*K1*K2**4*K3 - 384*K1*K2**4*K5 - 128*K1*K2**3*K3*K4 + 4032*K1*K2**3*K3 + 96*K1*K2**2*K3*K4 - 992*K1*K2**2*K3 + 32*K1*K2**2*K4*K5 - 160*K1*K2**2*K5 - 96*K1*K2*K3*K4 + 3176*K1*K2*K3 + 192*K1*K3*K4 + 32*K1*K4*K5 - 128*K2**8 - 512*K2**6*K3**2 - 128*K2**6*K4**2 + 512*K2**6*K4 - 3040*K2**6 + 256*K2**5*K3*K5 + 128*K2**5*K4*K6 - 128*K2**5*K6 - 1408*K2**4*K3**2 - 352*K2**4*K4**2 + 2208*K2**4*K4 - 32*K2**4*K6**2 - 1824*K2**4 + 352*K2**3*K3*K5 + 64*K2**3*K4*K6 - 32*K2**3*K6 - 1152*K2**2*K3**2 - 256*K2**2*K4**2 + 1312*K2**2*K4 - 32*K2**2*K5**2 + 360*K2**2 + 304*K2*K3*K5 + 48*K2*K4*K6 + 8*K2*K5*K7 - 840*K3**2 - 192*K4**2 - 56*K5**2 - 8*K6**2 + 1486
6.6,O1O2O3O4O5O6U1U2U4U6U3U5,"[[ 0 -5 -3  1  0  4  3]
 [ 5  0  1  4  2  5  3]
 [ 3 -1  0  3  1  4  2]
 [-1 -4 -3  0 -1  2  1]
 [ 0 -2 -1  1  0  2  1]
 [-4 -5 -4 -2 -2  0  0]
 [-3 -3 -2 -1 -1  0  0]]","[[ 0  4  3  1  0 -3 -5]
 [-4  0  0 -2 -2 -4 -5]
 [-3  0  0 -1 -1 -2 -3]
 [-1  2  1  0 -1 -3 -4]
 [ 0  2  1  1  0 -1 -2]
 [ 3  4  2  3  1  0 -1]
 [ 5  5  3  4  2  1  0]]",True,"[-4, -3, -1, 0, 3, 5, 0, 2, 2, 4, 5, 1, 1, 2, 3, 1, 3, 4, 1, 2, 1]","[-5, -3, 0, 1, 3, 4, 1, 2, 4, 3, 5, 1, 3, 2, 4, 1, 1, 2, 1, 2, 0]",t^{6} + 96 t^{4} + 15 t^{2},t^{7} + 156 t^{5} + 125 t^{3},"[-5, -3, 0, 1, 3, 4, 1, 3, 2, 5, 4, 2, 1, 4, 3, 0, 2, 2, 1, 1, 1]","[-4, -3, -1, 0, 3, 5, 1, 1, 2, 3, 4, 1, 2, 4, 5, 0, 1, 2, 2, 3, 1]","[-5, -3, 0, 1, 3, 4, 1, 2, 4, 3, 5, 1, 3, 2, 4, 1, 1, 2, 1, 2, 0]","[0, 0, 0]","[[{1, 6}, {2, 5}, {3, 4}], [{3, 6}, {4, 5}, {1, 2}], [{3, 6}, {4, 5}, {2}, {1}], [{4, 6}, {1, 5}, {2, 3}]]",1,4 K_1^3 + 4 K_1^2 K_2 - 6 K_1^2 - 2 K_1 K_2 - 2 K_1 K_3 - 2 K_1 K_4 - 2 K_1 + 2 K_2 + K_3 + K_5 + 3,-336*K1**4 + 160*K1**3*K2*K3 - 128*K1**2*K2**4 + 256*K1**2*K2**3 - 256*K1**2*K2**2*K3**2 - 1440*K1**2*K2**2 + 1536*K1**2*K2 - 432*K1**2*K3**2 - 32*K1**2*K4**2 - 1456*K1**2 + 128*K1*K2**3*K3**3 + 832*K1*K2**3*K3 + 352*K1*K2*K3**3 + 1952*K1*K2*K3 + 336*K1*K3*K4 + 112*K1*K4*K5 + 16*K1*K6*K7 + 8*K1*K7*K8 - 2*K10**2 + 8*K10*K2*K8 - 32*K2**6 - 256*K2**4*K3**2 - 32*K2**4*K4**2 + 192*K2**4*K4 - 792*K2**4 + 96*K2**3*K3*K5 + 32*K2**3*K4*K6 + 32*K2**3*K5*K7 - 128*K2**2*K3**4 - 928*K2**2*K3**2 - 200*K2**2*K4**2 + 472*K2**2*K4 - 64*K2**2*K5**2 - 8*K2**2*K6**2 - 32*K2**2*K7**2 - 8*K2**2*K8**2 - 824*K2**2 + 32*K2*K3**3*K5 + 416*K2*K3*K5 + 104*K2*K4*K6 + 88*K2*K5*K7 + 8*K2*K6*K8 + 8*K2*K7*K9 - 160*K3**4 + 32*K3**2*K6 - 584*K3**2 + 8*K3*K5*K8 - 308*K4**2 - 128*K5**2 - 38*K6**2 - 40*K7**2 - 12*K8**2 + 1438
