name,gcode,bsMtxNoSrt,primMatrix,isPrim,phi,phi_sym,inPoly,outPoly,inv_phi,bar_phi,invbar_phi,matrix_sym_type,fillings,alg_genus,arrowpoly,namelink,inv,bar,invbar,diag_sym_type,r3_orbit,r3_orbit_length,cable_arr_poly,slice,same_arrowpoly,same_phi,same_outPoly,same_cable_arr_poly,sameflatknot
7.3001,O1O2O3O4O5O6U4U3O7U6U5U2U1U7,"[[ 0 -1 -1 -2 -2  1  1  4]
 [ 1  0  0 -2 -2  2  2  4]
 [ 1  0  0 -2 -2  2  2  3]
 [ 2  2  2  0  0  3  2  2]
 [ 2  2  2  0  0  2  1  2]
 [-1 -2 -2 -3 -2  0  0  2]
 [-1 -2 -2 -2 -1  0  0  1]
 [-4 -4 -3 -2 -2 -2 -1  0]]","[[ 0  4  1  1 -1 -1 -2 -2]
 [-4  0 -1 -2 -3 -4 -2 -2]
 [-1  1  0  0 -2 -2 -1 -2]
 [-1  2  0  0 -2 -2 -2 -3]
 [ 1  3  2  2  0  0 -2 -2]
 [ 1  4  2  2  0  0 -2 -2]
 [ 2  2  1  2  2  2  0  0]
 [ 2  2  2  3  2  2  0  0]]",True,"[-4, -1, -1, 1, 1, 2, 2, 1, 2, 3, 4, 2, 2, 0, 2, 2, 1, 2, 2, 2, 2, 3, 0, 2, 2, 2, 2, 0]","[-4, -1, -1, 1, 1, 2, 2, 1, 2, 1, 2, 4, 4, 0, 0, 0, 0, 1, 0, 0, 1, 2, 0, -1, -1, -1, -1, 0]",t^{7} + 88 t^{5} + 104 t^{3} + 21 t,t^{8} + 116 t^{6} + 254 t^{4} + 107 t^{2} + 1,"[-2, -2, -1, -1, 1, 1, 4, 0, -1, -1, 0, 1, 4, -1, -1, 1, 2, 4, 0, 0, 0, 1, 0, 0, 2, 0, 1, 2]","[-4, -1, -1, 1, 1, 2, 2, 1, 2, 1, 2, 4, 4, 0, 0, 0, 0, 1, 0, 0, 1, 2, 0, -1, -1, -1, -1, 0]","[-2, -2, -1, -1, 1, 1, 4, 0, 2, 2, 1, 2, 2, 2, 2, 2, 3, 2, 0, 2, 2, 3, 2, 2, 4, 0, 1, 2]","[0, 0, 0]","[[{6, 7}, {3, 5}, {2, 4}, {1}]]",1,2*K2**2 - K4,"<a href=""/flatknot/7.3001"">7.3001</a>",O1O2O3O4O5O6U7U6U5U2U1O7U4U3,O1O2O3O4O5U4U3U6U7U2U1O7O6U5,O1O2O3O4O5U1O6O7U5U4U7U6U3U2,"[0, 0, 0]",{'O1O2O3O4O5O6U4U3O7U6U5U2U1U7'},1,,False,"['5.4', '5.12', '7.339', '7.372', '7.683', '7.686', '7.783', '7.835', '7.1400', '7.1509', '7.2242', '7.2291', '7.2585', '7.2587', '7.2589', '7.2606', '7.2607', '7.2776', '7.2941', '7.2953', '7.2956', '7.2957', '7.3001', '7.3005', '7.3308', '7.3356', '7.3463', '7.3497', '7.4355', '7.4630', '7.6229', '7.6235', '7.6242', '7.6283', '7.6342', '7.6479', '7.6854', '7.6912', '7.7078', '7.7178', '7.8229', '7.9338', '7.9346', '7.9415', '7.9424', '7.9478', '7.9487', '7.9524', '7.9549', '7.9674', '7.9728', '7.9827', '7.9931', '7.9936', '7.9941', '7.10092', '7.11563', '7.11618', '7.11635', '7.11705', '7.12038', '7.12304', '7.12350', '7.13109', '7.13121', '7.13180', '7.13218', '7.13238', '7.13252', '7.13426', '7.13553', '7.14151', '7.14201', '7.14879', '7.15006', '7.15093', '7.15121', '7.15135', '7.15143', '7.17076']",['7.3001'],['7.3001'],,
7.3002,O1O2O3O4O5O6U4U3O7U6U5U7U1U2,"[[ 0 -1  1 -2 -2  1  1  2]
 [ 1  0  1 -2 -2  1  1  2]
 [-1 -1  0 -2 -2  1  1  2]
 [ 2  2  2  0  0  3  2  2]
 [ 2  2  2  0  0  2  1  2]
 [-1 -1 -1 -3 -2  0  0  2]
 [-1 -1 -1 -2 -1  0  0  1]
 [-2 -2 -2 -2 -2 -2 -1  0]]","[[ 0  2  1  1  1 -1 -2 -2]
 [-2  0 -1 -2 -2 -2 -2 -2]
 [-1  1  0  0 -1 -1 -1 -2]
 [-1  2  0  0 -1 -1 -2 -3]
 [-1  2  1  1  0 -1 -2 -2]
 [ 1  2  1  1  1  0 -2 -2]
 [ 2  2  1  2  2  2  0  0]
 [ 2  2  2  3  2  2  0  0]]",True,"[-2, -1, -1, -1, 1, 2, 2, 1, 2, 2, 2, 2, 2, 0, 1, 1, 1, 2, 1, 1, 2, 3, 1, 2, 2, 2, 2, 0]","[-2, -2, -1, 1, 1, 1, 2, 0, -1, 0, 1, 1, 2, -1, 1, 1, 2, 2, 1, 1, 1, 1, 1, 0, -1, -1, -1, 0]",t^{7} + 60 t^{5} + 79 t^{3} + 10 t,t^{8} + 76 t^{6} + 174 t^{4} + 49 t^{2},"[-2, -2, -1, 1, 1, 1, 2, 0, -1, 0, 1, 1, 2, -1, 1, 1, 2, 2, 1, 1, 1, 1, 1, 0, -1, -1, -1, 0]","[-2, -1, -1, -1, 1, 2, 2, -1, -1, 0, 1, 2, 2, -1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 2, -1, -1, 0]","[-2, -2, -1, 1, 1, 1, 2, 0, 2, 1, 2, 2, 2, 2, 2, 2, 3, 2, 1, 1, 1, 2, -1, 0, 1, 1, 2, 2]","[0, 0, 0]","[[{3, 7}, {4, 6}, {5}, {1, 2}], [{3, 7}, {5, 6}, {4}, {1, 2}], [{3, 7}, {6}, {4, 5}, {1, 2}], [{6, 7}, {5}, {3, 4}, {1, 2}]]",1,-4*K1**3 + 2*K1**2 + 4*K1*K2 + K1 - K2 - K3,"<a href=""/flatknot/7.3002"">7.3002</a>",O1O2O3O4O5O6U5U6U7U2U1O7U4U3,O1O2O3O4O5U4U5U6U7U2U1O7O6U3,O1O2O3O4O5U3O6O7U5U4U7U6U1U2,"[0, 0, 0]",{'O1O2O3O4O5O6U4U3O7U6U5U7U1U2'},1,,False,"['5.23', '5.54', '5.58', '5.84', '5.86', '5.91', '5.93', '7.343', '7.862', '7.952', '7.2246', '7.2258', '7.2600', '7.2609', '7.3002', '7.3006', '7.3345', '7.3391', '7.3719', '7.3739', '7.3767', '7.4199', '7.4245', '7.5100', '7.5658', '7.6743', '7.6906', '7.7950', '7.9676', '7.9682', '7.9714', '7.9938', '7.9953', '7.9968', '7.10026', '7.10213', '7.10241', '7.10425', '7.11694', '7.11701', '7.12028', '7.12052', '7.12068', '7.12075', '7.12223', '7.12351', '7.12576', '7.12749', '7.12974', '7.13452', '7.13468', '7.13484', '7.13494', '7.13612', '7.13825', '7.14007', '7.14155', '7.14216', '7.14249', '7.14263', '7.14509', '7.14667', '7.14888', '7.14930', '7.14946', '7.15030', '7.15056', '7.15088', '7.15089', '7.15112', '7.15136', '7.15168', '7.16066', '7.16078', '7.16193', '7.16269', '7.16665', '7.16724', '7.16903', '7.16965', '7.17023', '7.17044', '7.17062', '7.17100', '7.17169', '7.17181', '7.17202', '7.17260', '7.17289', '7.17374', '7.17565', '7.17719', '7.20216', '7.20217', '7.20450', '7.20451', '7.20754', '7.20976', '7.21245', '7.21369', '7.21371', '7.21454', '7.21455', '7.21743', '7.21777', '7.22139', '7.22141', '7.22181', '7.22230', '7.22553', '7.22755', '7.22867', '7.23547', '7.24141', '7.24144', '7.24163', '7.24303', '7.24374', '7.24385', '7.24534', '7.24597', '7.24601', '7.24603', '7.24816', '7.24820', '7.24951', '7.24994', '7.25332', '7.25334', '7.25439', '7.25467', '7.25476', '7.25707', '7.25759', '7.25760', '7.25793', '7.25840', '7.25966', '7.25995', '7.26126', '7.26160', '7.26240', '7.26448', '7.26449', '7.26458', '7.26628', '7.26677', '7.26770', '7.26785', '7.26839', '7.26949', '7.26951', '7.27167', '7.27352', '7.27546', '7.27585', '7.27587', '7.27592', '7.27645', '7.27653', '7.27684', '7.27785', '7.27865', '7.27883', '7.27894', '7.28174', '7.28177', '7.28185', '7.28368', '7.28379', '7.28385', '7.28403', '7.28409', '7.28418', '7.28553', '7.28660', '7.28720', '7.28981', '7.28984', '7.29094', '7.29460', '7.29462', '7.29489', '7.29638', '7.29749', '7.29995', '7.30005', '7.30009', '7.30170', '7.30179', '7.30186', '7.30389', '7.30392', '7.30404', '7.30412', '7.30472', '7.30486', '7.30556', '7.30559', '7.30561', '7.30571', '7.30575', '7.30579', '7.30617', '7.30641', '7.30656', '7.30811', '7.30860', '7.30882', '7.30920', '7.30927', '7.30931', '7.30934', '7.31006', '7.31028', '7.31115', '7.31199', '7.31253', '7.31753', '7.32124', '7.32148', '7.32167', '7.32255', '7.32385', '7.32489', '7.32490', '7.32494', '7.32510', '7.32511', '7.32617', '7.32631', '7.32632', '7.32804', '7.33038', '7.33562', '7.33581', '7.33592', '7.33615', '7.33626', '7.33736', '7.33805', '7.33817', '7.33824', '7.33983', '7.34153', '7.34166', '7.34192', '7.34204', '7.34205', '7.34261', '7.34303', '7.34309', '7.34312', '7.34342', '7.34408', '7.34537', '7.34587', '7.35187', '7.35763', '7.35785', '7.36802', '7.36922', '7.36968', '7.37132', '7.37164', '7.37173', '7.37186', '7.37210', '7.37222', '7.37279', '7.37342', '7.37441', '7.37444', '7.37468', '7.37924', '7.37948', '7.37949', '7.37963', '7.37964', '7.38100', '7.38129', '7.38180', '7.38198', '7.38213', '7.38231', '7.38250', '7.38267', '7.38321', '7.38350', '7.38369', '7.38378', '7.38411', '7.38454', '7.38456', '7.38470', '7.38473', '7.38489', '7.38517', '7.38539', '7.38551', '7.38612', '7.38664', '7.38666', '7.38686', '7.38716', '7.38727', '7.38739', '7.38778', '7.38794', '7.38795', '7.38796', '7.38818', '7.38860', '7.38883', '7.38884', '7.38960', '7.39276', '7.39277', '7.39279', '7.39285', '7.39287', '7.39293', '7.39489', '7.39524', '7.39583', '7.39610', '7.39611', '7.39650', '7.39680', '7.39936', '7.40104', '7.40335', '7.40341', '7.40470', '7.40501', '7.40517', '7.40520', '7.40647', '7.40653', '7.40711', '7.40719', '7.40721', '7.40742', '7.40772', '7.40826', '7.40847', '7.40892', '7.40912', '7.40941', '7.40970', '7.41038', '7.41100', '7.41102', '7.41120', '7.41159', '7.41172', '7.41174', '7.41196', '7.41203', '7.41205', '7.41219', '7.41238', '7.41254', '7.41257', '7.41264', '7.41265', '7.41280', '7.41300', '7.41315', '7.41318', '7.41328', '7.41393', '7.41415', '7.41434', '7.41450', '7.41463', '7.41528', '7.41530', '7.41541', '7.41607', '7.41627', '7.41630', '7.41650', '7.41659', '7.41673', '7.41754', '7.41766', '7.41769', '7.41778', '7.41816', '7.41825', '7.41829', '7.41834', '7.41852', '7.41856', '7.41875', '7.41902', '7.41912', '7.42043', '7.42059', '7.42280', '7.42330', '7.42346', '7.42380', '7.42381', '7.42409', '7.42410', '7.42411', '7.42416', '7.42518', '7.42524', '7.42527', '7.42540', '7.42580', '7.42605', '7.42608', '7.42616', '7.42770', '7.42773', '7.42788', '7.42791', '7.42796', '7.42838', '7.42843', '7.42910', '7.42918', '7.43007', '7.43026', '7.43080', '7.43164', '7.43295', '7.43296', '7.43372', '7.43392', '7.43435', '7.43497', '7.43545', '7.43838', '7.43866', '7.43896', '7.43932', '7.43947', '7.44008', '7.44044', '7.44079', '7.44114', '7.44124', '7.44216', '7.44242', '7.44243', '7.44244', '7.44248', '7.44256', '7.44278']",['7.3002'],['7.3002'],,
7.3003,O1O2O3O4O5O6U4U3O7U6U7U1U2U5,"[[ 0 -2  0 -2 -2  4  1  1]
 [ 2  0  1 -1 -1  4  1  1]
 [ 0 -1  0 -1 -1  3  1  1]
 [ 2  1  1  0  0  3  2  1]
 [ 2  1  1  0  0  2  1  1]
 [-4 -4 -3 -3 -2  0 -1  1]
 [-1 -1 -1 -2 -1  1  0  1]
 [-1 -1 -1 -1 -1 -1 -1  0]]","[[ 0  4  1  1  0 -2 -2 -2]
 [-4  0  1 -1 -3 -2 -3 -4]
 [-1 -1  0 -1 -1 -1 -1 -1]
 [-1  1  1  0 -1 -1 -2 -1]
 [ 0  3  1  1  0 -1 -1 -1]
 [ 2  2  1  1  1  0  0  1]
 [ 2  3  1  2  1  0  0  1]
 [ 2  4  1  1  1 -1 -1  0]]",True,"[-4, -1, -1, 0, 2, 2, 2, -1, 1, 3, 2, 3, 4, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 0, -1, -1]","[-4, -1, -1, 0, 2, 2, 2, -1, 1, 3, 2, 3, 4, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 0, -1, -1]",t^{7} + 57 t^{5} + 70 t^{3} + 8 t,t^{8} + 87 t^{6} + 169 t^{4} + 34 t^{2} + 1,"[-2, -2, -2, 0, 1, 1, 4, -1, 0, 1, 1, 2, 3, 1, 1, 2, 2, 2, 1, 2, 2, 4, 0, 0, 1, -1, 2, 4]","[-4, -1, -1, 0, 2, 2, 2, 2, 4, 1, 2, 3, 4, 1, 0, 2, 1, 2, 0, 2, 2, 2, 1, 1, 1, -1, -1, 0]","[-2, -2, -2, 0, 1, 1, 4, -1, -1, 1, 1, 1, 4, 0, 1, 1, 1, 2, 1, 1, 2, 3, 1, 1, 3, -1, -1, 1]","[0, 0, 0]","[[{1, 7}, {2, 6}, {3, 5}, {4}], [{1, 7}, {2, 6}, {4, 5}, {3}], [{1, 7}, {2, 6}, {5}, {3, 4}], [{1, 7}, {2, 6}, {5}, {4}, {3}], [{1, 7}, {3, 6}, {2, 5}, {4}], [{1, 7}, {3, 6}, {4, 5}, {2}], [{1, 7}, {3, 6}, {5}, {2, 4}], [{1, 7}, {3, 6}, {5}, {4}, {2}], [{1, 7}, {4, 6}, {2, 5}, {3}], [{1, 7}, {4, 6}, {3, 5}, {2}], [{1, 7}, {4, 6}, {5}, {2, 3}], [{1, 7}, {5, 6}, {2, 4}, {3}], [{1, 7}, {5, 6}, {3, 4}, {2}], [{1, 7}, {5, 6}, {4}, {2, 3}], [{1, 7}, {6}, {2, 5}, {3, 4}], [{1, 7}, {6}, {3, 5}, {2, 4}], [{1, 7}, {6}, {4, 5}, {2, 3}], [{1, 7}, {6}, {5}, {4}, {2, 3}], [{2, 7}, {1, 6}, {3, 5}, {4}], [{2, 7}, {1, 6}, {4, 5}, {3}], [{2, 7}, {1, 6}, {5}, {3, 4}], [{2, 7}, {3, 6}, {1, 5}, {4}], [{2, 7}, {3, 6}, {4, 5}, {1}], [{2, 7}, {3, 6}, {5}, {1, 4}], [{2, 7}, {4, 6}, {1, 5}, {3}], [{2, 7}, {4, 6}, {3, 5}, {1}], [{2, 7}, {4, 6}, {5}, {1, 3}], [{2, 7}, {5, 6}, {1, 4}, {3}], [{2, 7}, {5, 6}, {3, 4}, {1}], [{2, 7}, {5, 6}, {4}, {1, 3}], [{2, 7}, {6}, {1, 5}, {3, 4}], [{2, 7}, {6}, {1, 5}, {4}, {3}], [{2, 7}, {6}, {3, 5}, {1, 4}], [{2, 7}, {6}, {3, 5}, {4}, {1}], [{2, 7}, {6}, {4, 5}, {1, 3}], [{2, 7}, {6}, {5}, {4}, {1, 3}], [{3, 7}, {1, 6}, {2, 5}, {4}], [{3, 7}, {1, 6}, {4, 5}, {2}], [{3, 7}, {1, 6}, {5}, {2, 4}], [{3, 7}, {2, 6}, {1, 5}, {4}], [{3, 7}, {2, 6}, {4, 5}, {1}], [{3, 7}, {2, 6}, {5}, {1, 4}], [{3, 7}, {4, 6}, {1, 5}, {2}], [{3, 7}, {4, 6}, {2, 5}, {1}], [{3, 7}, {4, 6}, {5}, {1, 2}], [{3, 7}, {5, 6}, {1, 4}, {2}], [{3, 7}, {5, 6}, {2, 4}, {1}], [{3, 7}, {5, 6}, {4}, {1, 2}], [{3, 7}, {6}, {1, 5}, {2, 4}], [{3, 7}, {6}, {2, 5}, {1, 4}], [{3, 7}, {6}, {4, 5}, {1, 2}], [{3, 7}, {6}, {5}, {4}, {1, 2}], [{4, 7}, {1, 6}, {2, 5}, {3}], [{4, 7}, {1, 6}, {3, 5}, {2}], [{4, 7}, {1, 6}, {5}, {2, 3}], [{4, 7}, {2, 6}, {1, 5}, {3}], [{4, 7}, {2, 6}, {3, 5}, {1}], [{4, 7}, {2, 6}, {5}, {1, 3}], [{4, 7}, {3, 6}, {1, 5}, {2}], [{4, 7}, {3, 6}, {2, 5}, {1}], [{4, 7}, {3, 6}, {5}, {1, 2}], [{4, 7}, {5, 6}, {1, 3}, {2}], [{4, 7}, {5, 6}, {2, 3}, {1}], [{4, 7}, {5, 6}, {3}, {1, 2}], [{4, 7}, {6}, {1, 5}, {2, 3}], [{4, 7}, {6}, {2, 5}, {1, 3}], [{4, 7}, {6}, {3, 5}, {1, 2}], [{4, 7}, {6}, {3, 5}, {2}, {1}], [{5, 7}, {1, 6}, {2, 4}, {3}], [{5, 7}, {1, 6}, {3, 4}, {2}], [{5, 7}, {1, 6}, {4}, {2, 3}], [{5, 7}, {2, 6}, {1, 4}, {3}], [{5, 7}, {2, 6}, {3, 4}, {1}], [{5, 7}, {2, 6}, {4}, {1, 3}], [{5, 7}, {2, 6}, {4}, {3}, {1}], [{5, 7}, {3, 6}, {1, 4}, {2}], [{5, 7}, {3, 6}, {2, 4}, {1}], [{5, 7}, {3, 6}, {4}, {1, 2}], [{5, 7}, {4, 6}, {1, 3}, {2}], [{5, 7}, {4, 6}, {2, 3}, {1}], [{5, 7}, {4, 6}, {3}, {1, 2}], [{5, 7}, {6}, {1, 4}, {2, 3}], [{5, 7}, {6}, {2, 4}, {1, 3}], [{5, 7}, {6}, {3, 4}, {1, 2}], [{6, 7}, {1, 5}, {2, 4}, {3}], [{6, 7}, {1, 5}, {3, 4}, {2}], [{6, 7}, {1, 5}, {4}, {2, 3}], [{6, 7}, {1, 5}, {4}, {3}, {2}], [{6, 7}, {2, 5}, {1, 4}, {3}], [{6, 7}, {2, 5}, {3, 4}, {1}], [{6, 7}, {2, 5}, {4}, {1, 3}], [{6, 7}, {3, 5}, {1, 4}, {2}], [{6, 7}, {3, 5}, {2, 4}, {1}], [{6, 7}, {3, 5}, {4}, {1, 2}], [{6, 7}, {4, 5}, {1, 3}, {2}], [{6, 7}, {4, 5}, {2, 3}, {1}], [{6, 7}, {4, 5}, {3}, {1, 2}], [{6, 7}, {5}, {1, 4}, {2, 3}], [{6, 7}, {5}, {2, 4}, {1, 3}], [{6, 7}, {5}, {2, 4}, {3}, {1}], [{6, 7}, {5}, {3, 4}, {1, 2}], [{7}, {1, 6}, {2, 5}, {3, 4}], [{7}, {1, 6}, {3, 5}, {2, 4}], [{7}, {1, 6}, {3, 5}, {4}, {2}], [{7}, {1, 6}, {4, 5}, {2, 3}], [{7}, {1, 6}, {4, 5}, {3}, {2}], [{7}, {1, 6}, {5}, {3, 4}, {2}], [{7}, {2, 6}, {1, 5}, {3, 4}], [{7}, {2, 6}, {1, 5}, {4}, {3}], [{7}, {2, 6}, {3, 5}, {1, 4}], [{7}, {2, 6}, {4, 5}, {1, 3}], [{7}, {3, 6}, {1, 5}, {2, 4}], [{7}, {3, 6}, {2, 5}, {1, 4}], [{7}, {3, 6}, {4, 5}, {1, 2}], [{7}, {3, 6}, {4, 5}, {2}, {1}], [{7}, {4, 6}, {1, 5}, {2, 3}], [{7}, {4, 6}, {2, 5}, {1, 3}], [{7}, {4, 6}, {3, 5}, {1, 2}], [{7}, {4, 6}, {5}, {2, 3}, {1}], [{7}, {5, 6}, {1, 4}, {2, 3}], [{7}, {5, 6}, {2, 4}, {1, 3}], [{7}, {5, 6}, {3, 4}, {1, 2}], [{7}, {5, 6}, {3, 4}, {2}, {1}], [{7}, {5, 6}, {4}, {3}, {1, 2}], [{7}, {6}, {1, 5}, {3, 4}, {2}], [{7}, {6}, {3, 5}, {2, 4}, {1}], [{7}, {6}, {4, 5}, {1, 3}, {2}]]",2,-4*K1**2*K2 + 4*K1**2 + 2*K1*K3 - K2,"<a href=""/flatknot/7.3003"">7.3003</a>",O1O2O3O4O5O6U2U5U6U7U1O7U4U3,O1O2O3O4O5U3U4U6U7U5U1O7O6U2,O1O2O3O4O5U4O6O7U5U1U7U6U2U3,"[0, 0, 0]",{'O1O2O3O4O5O6U4U3O7U6U7U1U2U5'},1,,False,"['5.1', '5.10', '7.328', '7.361', '7.789', '7.2224', '7.2289', '7.2579', '7.2621', '7.2984', '7.2999', '7.3003', '7.3307', '7.3342', '7.4820', '7.5074', '7.5342', '7.6103', '7.6227', '7.6233', '7.6332', '7.6341', '7.7236', '7.7266', '7.7269', '7.7303', '7.7837', '7.8068', '7.8129', '7.8142', '7.8194', '7.9334', '7.9364', '7.9377', '7.9465', '7.9474', '7.9486', '7.9662', '7.9899', '7.9930', '7.11901', '7.12302', '7.12348', '7.12492', '7.13054', '7.13065', '7.13105', '7.13161', '7.13190', '7.13192', '7.13246', '7.13401', '7.13405', '7.13815', '7.13863', '7.14615', '7.14740', '7.14744', '7.15091', '7.15105', '7.15129', '7.15133', '7.15189', '7.15955', '7.16089', '7.17594', '7.17655', '7.17680', '7.31413']",['7.3003'],['7.3003'],,
7.3004,O1O2O3O4O5O6U4U3O7U6U7U1U5U2,"[[ 0 -2  1 -2 -2  3  1  1]
 [ 2  0  2 -1 -1  3  1  1]
 [-1 -2  0 -2 -2  2  1  1]
 [ 2  1  2  0  0  3  2  1]
 [ 2  1  2  0  0  2  1  1]
 [-3 -3 -2 -3 -2  0 -1  1]
 [-1 -1 -1 -2 -1  1  0  1]
 [-1 -1 -1 -1 -1 -1 -1  0]]","[[ 0  3  1  1  1 -2 -2 -2]
 [-3  0  1 -1 -2 -2 -3 -3]
 [-1 -1  0 -1 -1 -1 -1 -1]
 [-1  1  1  0 -1 -1 -1 -2]
 [-1  2  1  1  0 -2 -2 -2]
 [ 2  2  1  1  2  0  1  0]
 [ 2  3  1  1  2 -1  0 -1]
 [ 2  3  1  2  2  0  1  0]]",True,"[-3, -1, -1, -1, 2, 2, 2, -1, 1, 2, 2, 3, 3, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, -1, 0, 1]","[-3, -1, -1, -1, 2, 2, 2, -1, 1, 2, 2, 3, 3, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, -1, 0, 1]",t^{7} + 54 t^{5} + 69 t^{3} + 9 t,t^{8} + 78 t^{6} + 150 t^{4} + 29 t^{2},"[-2, -2, -2, 1, 1, 1, 3, -1, 0, 1, 1, 2, 2, 1, 1, 2, 2, 2, 1, 2, 2, 3, -1, -1, 0, -1, 1, 3]","[-3, -1, -1, -1, 2, 2, 2, 0, 1, 3, 2, 2, 3, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 1, 0, -1]","[-2, -2, -2, 1, 1, 1, 3, -1, -1, 1, 1, 2, 3, 0, 1, 1, 2, 2, 1, 2, 2, 3, -1, -1, -1, -1, 1, 2]","[0, 0, 0]","[[{3, 7}, {6}, {4, 5}, {1, 2}]]",1,2*K1**2 + 2*K1*K2 - K1 - K2 - K3,"<a href=""/flatknot/7.3004"">7.3004</a>",O1O2O3O4O5O6U5U2U6U7U1O7U4U3,O1O2O3O4O5U3U5U6U7U4U1O7O6U2,O1O2O3O4O5U4O6O7U5U2U7U6U1U3,"[0, 0, 0]",{'O1O2O3O4O5O6U4U3O7U6U7U1U5U2'},1,,False,"['5.18', '5.20', '5.39', '5.42', '5.51', '5.55', '5.59', '7.332', '7.353', '7.709', '7.861', '7.921', '7.2228', '7.2240', '7.2250', '7.2252', '7.2594', '7.2599', '7.2641', '7.2645', '7.2780', '7.2960', '7.2969', '7.3000', '7.3004', '7.3328', '7.3583', '7.3641', '7.4534', '7.4539', '7.4676', '7.4745', '7.4963', '7.5142', '7.5183', '7.5202', '7.5464', '7.5653', '7.6482', '7.6486', '7.6537', '7.6648', '7.6733', '7.6862', '7.8529', '7.9104', '7.9108', '7.9118', '7.9664', '7.9670', '7.9675', '7.9684', '7.9706', '7.9773', '7.9900', '7.9911', '7.9943', '7.9949', '7.10023', '7.10069', '7.10082', '7.10135', '7.10336', '7.10632', '7.10652', '7.10658', '7.11017', '7.11029', '7.11031', '7.11312', '7.11471', '7.11698', '7.11704', '7.11709', '7.11796', '7.11821', '7.11851', '7.11858', '7.11860', '7.11867', '7.11876', '7.11877', '7.11879', '7.11883', '7.11884', '7.11887', '7.11927', '7.11980', '7.12008', '7.12037', '7.12057', '7.12125', '7.12160', '7.12329', '7.12336', '7.12349', '7.12364', '7.12387', '7.12389', '7.12465', '7.12555', '7.12562', '7.12741', '7.12754', '7.12816', '7.12851', '7.12852', '7.12864', '7.12865', '7.12968', '7.13008', '7.13429', '7.13456', '7.13555', '7.13557', '7.13602', '7.13771', '7.13819', '7.13822', '7.13850', '7.13911', '7.13936', '7.13942', '7.14083', '7.14120', '7.14158', '7.14188', '7.14211', '7.14421', '7.14830', '7.14876', '7.14967', '7.15005', '7.15106', '7.15114', '7.15118', '7.15134', '7.15163', '7.15340', '7.15355', '7.16163', '7.16198', '7.16227', '7.16397', '7.16449', '7.16467', '7.16474', '7.16990', '7.16996', '7.17104', '7.17108', '7.17130', '7.17298', '7.17302', '7.17303', '7.17324', '7.17493', '7.17495', '7.17521', '7.17618', '7.17700', '7.18072', '7.18268', '7.18526', '7.18573', '7.18936', '7.19383', '7.19392', '7.19394', '7.19468', '7.19479', '7.19488', '7.19558', '7.19576', '7.19869', '7.20096', '7.20176', '7.20196', '7.20220', '7.20233', '7.20513', '7.20519', '7.20520', '7.20522', '7.20554', '7.20555', '7.20568', '7.20576', '7.20607', '7.20866', '7.20888', '7.20913', '7.20974', '7.21005', '7.21027', '7.21028', '7.21029', '7.21030', '7.21068', '7.21072', '7.21091', '7.21093', '7.21343', '7.21344', '7.21345', '7.21394', '7.21400', '7.21421', '7.21422', '7.21423', '7.21469', '7.21473', '7.21730', '7.21761', '7.21768', '7.21798', '7.21811', '7.21826', '7.21830', '7.21837', '7.21854', '7.21880', '7.21911', '7.21922', '7.21942', '7.22024', '7.22031', '7.22259', '7.22496', '7.22599', '7.22624', '7.22705', '7.22863', '7.22883', '7.22973', '7.22978', '7.22992', '7.23292', '7.23381', '7.23550', '7.23852', '7.23937', '7.23967', '7.24013', '7.24014', '7.24093', '7.24336', '7.24337', '7.24339', '7.24340', '7.24345', '7.24355', '7.24359', '7.24485', '7.24639', '7.24866', '7.24897', '7.24943', '7.24980', '7.25133', '7.25135', '7.25233', '7.25276', '7.25284', '7.25520', '7.25521', '7.25522', '7.25538', '7.25544', '7.25789', '7.26064', '7.26076', '7.26297', '7.26320', '7.26378', '7.26502', '7.26525', '7.26563', '7.26589', '7.26813', '7.26824', '7.26869', '7.27227', '7.27433', '7.27492', '7.27496', '7.27703', '7.27773', '7.27818', '7.27994', '7.28019', '7.28039', '7.28086', '7.28099', '7.28116', '7.28640', '7.28667', '7.28821', '7.28903', '7.28942', '7.29025', '7.29080', '7.29084', '7.29106', '7.29138', '7.29242', '7.29292', '7.29304', '7.29369', '7.29442', '7.29445', '7.29467', '7.29676', '7.29725', '7.29786', '7.29851', '7.29990', '7.30050', '7.30231', '7.30252', '7.30278', '7.30279', '7.30358', '7.30813', '7.30943', '7.31002', '7.31065', '7.31214', '7.31534', '7.31570', '7.31586', '7.31628', '7.31630', '7.31717', '7.31728', '7.31858', '7.31864', '7.31879', '7.31984', '7.32065', '7.32989', '7.33207', '7.33415', '7.33467', '7.33473', '7.34215', '7.34224', '7.34431']",['7.3004'],['7.3004'],,
